,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
906,Mikhail Evstafiev,[X] is [Y] citizen .,Russia,"Mikhail Evstafiev's paintings and photographs have been exhibited in different countries, including in Austria, China, [MASK] and the United States, in places such as the Hofburg Congress Centre, the State Kremlin Palace, the Maly Manezh Exhibition Hall and the Central House of Artists in Moscow, and in the Grand Central Terminal in New York City.","Mikhail Evstafiev's paintings and photographs have been exhibited in different countries, including in Austria, China, Russia and the United States, in places such as the Hofburg Congress Centre, the State Kremlin Palace, the Maly Manezh Exhibition Hall and the Central House of Artists in Moscow, and in the Grand Central Terminal in New York City.","[""Mikhail Evstafiev's paintings and photographs have been exhibited in different countries, including in Austria, China, Russia and the United States, in places such as the Hofburg Congress Centre, the State Kremlin Palace, the Maly Manezh Exhibition Hall and the Central House of Artists in Moscow, and in the Grand Central Terminal in New York City.""]","Mikhail Evstafiev's paintings and photographs have been exhibited in different countries, including in Austria, China, Russia and the United States, in places such as the Hofburg Congress Centre, the State Kremlin Palace, the Maly Manezh Exhibition Hall and the Central House of Artists in Moscow, and in the Grand Central Terminal in New York City.",,
907,Abraham Niclas Edelcrantz,[X] is [Y] citizen .,Sweden,"""Bevare Gud vår Kung"", literally God Save our King, is a song with lyrics written by Abraham Niclas Edelcrantz as a song of honour to the King of [MASK].","""Bevare Gud vår Kung"", literally God Save our King, is a song with lyrics written by Abraham Niclas Edelcrantz as a song of honour to the King of Sweden.","['""Bevare Gud vår Kung"", literally God Save our King, is a song with lyrics written by Abraham Niclas Edelcrantz as a song of honour to the King of Sweden.']","""Bevare Gud vår Kung"", literally God Save our King, is a song with lyrics written by Abraham Niclas Edelcrantz as a song of honour to the King of Sweden.",,
908,Melanie Domaschenz,[X] is [Y] citizen .,Australia,Melanie Domaschenz (born 13 October 1983) is an Australian wheelchair basketball player who is part of the [MASK] women's national wheelchair basketball team.,Melanie Domaschenz (born 13 October 1983) is an Australian wheelchair basketball player who is part of the Australia women's national wheelchair basketball team.,"[""Melanie Domaschenz (born 13 October 1983) is an Australian wheelchair basketball player who is part of the Australia women's national wheelchair basketball team.""]",Melanie Domaschenz (born 13 October 1983) is an Australian wheelchair basketball player who is part of the Australia women's national wheelchair basketball team.,,
909,Hiroshi Teshigahara,[X] is [Y] citizen .,Japan,"Nakadai worked with a number of [MASK]'s best-known filmmakers—starring or co-starring in five films directed by Akira Kurosawa, as well as being cast in significant films directed by Hiroshi Teshigahara (The Face of Another), Mikio Naruse (When a Woman Ascends the Stairs), Kihachi Okamoto (Kill!","Nakadai worked with a number of Japan's best-known filmmakers—starring or co-starring in five films directed by Akira Kurosawa, as well as being cast in significant films directed by Hiroshi Teshigahara (The Face of Another), Mikio Naruse (When a Woman Ascends the Stairs), Kihachi Okamoto (Kill!","[""Nakadai worked with a number of Japan's best-known filmmakers—starring or co-starring in five films directed by Akira Kurosawa, as well as being cast in significant films directed by Hiroshi Teshigahara (The Face of Another), Mikio Naruse (When a Woman Ascends the Stairs), Kihachi Okamoto (Kill!""]","Nakadai worked with a number of Japan's best-known filmmakers—starring or co-starring in five films directed by Akira Kurosawa, as well as being cast in significant films directed by Hiroshi Teshigahara (The Face of Another), Mikio Naruse (When a Woman Ascends the Stairs), Kihachi Okamoto (Kill!",,
910,Kazi Nazrul Islam,[X] is [Y] citizen .,Bangladesh,"The Bangladesh Nazrul Sena ([MASK] Nazrul Army) is an NGO, public service organization working for the education, health and upliftment of children, adolescents and young adults in Bangladesh.","The Bangladesh Nazrul Sena (Bangladesh Nazrul Army) is an NGO, public service organization working for the education, health and upliftment of children, adolescents and young adults in Bangladesh.","['The Bangladesh Nazrul Sena (Bangladesh Nazrul Army) is an NGO, public service organization working for the education, health and upliftment of children, adolescents and young adults in Bangladesh.']","The Bangladesh Nazrul Sena (Bangladesh Nazrul Army) is an NGO, public service organization working for the education, health and upliftment of children, adolescents and young adults in Bangladesh.",,
911,Rutger Jan Schimmelpenninck,[X] is [Y] citizen .,Netherlands,"Jan Elias Nicolaas, Baron Schimmelpenninck van der Oye (Brummen, 12 August 1836 – The Hague, 11 April 1914) was a [MASK] politician.","Jan Elias Nicolaas, Baron Schimmelpenninck van der Oye (Brummen, 12 August 1836 – The Hague, 11 April 1914) was a Netherlands politician.","['Jan Elias Nicolaas, Baron Schimmelpenninck van der Oye (Brummen, 12 August 1836 – The Hague, 11 April 1914) was a Netherlands politician.']","Jan Elias Nicolaas, Baron Schimmelpenninck van der Oye (Brummen, 12 August 1836 – The Hague, 11 April 1914) was a Netherlands politician.",,
912,Etsuko Inoue,[X] is [Y] citizen .,Japan,"Etsuko Inoue (Japanese: 井上悦子, born October 18, 1964) is a retired female tennis player from [MASK].","Etsuko Inoue (Japanese: 井上悦子, born October 18, 1964) is a retired female tennis player from Japan.","['Etsuko Inoue (Japanese: 井上悦子, born October 18, 1964) is a retired female tennis player from Japan.']","Etsuko Inoue (Japanese: 井上悦子, born October 18, 1964) is a retired female tennis player from Japan.",,
913,Kishore Mahbubani,[X] is [Y] citizen .,Singapore,"The journal was established in July 2007, featuring an editorial from Kishore Mahbubani, dean of the Lee Kuan Yew School of Public Policy, among full-length articles from graduate students in the UK, US, China, and [MASK].","The journal was established in July 2007, featuring an editorial from Kishore Mahbubani, dean of the Lee Kuan Yew School of Public Policy, among full-length articles from graduate students in the UK, US, China, and Singapore.","['The journal was established in July 2007, featuring an editorial from Kishore Mahbubani, dean of the Lee Kuan Yew School of Public Policy, among full-length articles from graduate students in the UK, US, China, and Singapore.']","The journal was established in July 2007, featuring an editorial from Kishore Mahbubani, dean of the Lee Kuan Yew School of Public Policy, among full-length articles from graduate students in the UK, US, China, and Singapore.",,
914,Paolo Martin,[X] is [Y] citizen .,Italy,"Paolo Martin (born 1943) is an [MASK] car designer widely known for his career with Studio Tecnico Michelotti, Carozzeria Bertone, Pininfarina and De Tomaso/Ghia where he styled the Ferrari Dino Berlinetta Competizione, Ferrari Modulo concept, Fiat 130 Coupé and the Rolls-Royce Camargue.","Paolo Martin (born 1943) is an Italy car designer widely known for his career with Studio Tecnico Michelotti, Carozzeria Bertone, Pininfarina and De Tomaso/Ghia where he styled the Ferrari Dino Berlinetta Competizione, Ferrari Modulo concept, Fiat 130 Coupé and the Rolls-Royce Camargue.","['Paolo Martin (born 1943) is an Italy car designer widely known for his career with Studio Tecnico Michelotti, Carozzeria Bertone, Pininfarina and De Tomaso/Ghia where he styled the Ferrari Dino Berlinetta Competizione, Ferrari Modulo concept, Fiat 130 Coupé and the Rolls-Royce Camargue.']","Paolo Martin (born 1943) is an Italy car designer widely known for his career with Studio Tecnico Michelotti, Carozzeria Bertone, Pininfarina and De Tomaso/Ghia where he styled the Ferrari Dino Berlinetta Competizione, Ferrari Modulo concept, Fiat 130 Coupé and the Rolls-Royce Camargue.",,
915,Krisdayanti,[X] is [Y] citizen .,Indonesia,"Anang, who is the husband of [MASK]'s most famous Pop Diva, Krisdayanti, is also known as an established musician as well as a music producer.","Anang, who is the husband of Indonesia's most famous Pop Diva, Krisdayanti, is also known as an established musician as well as a music producer.","[""Anang, who is the husband of Indonesia's most famous Pop Diva, Krisdayanti, is also known as an established musician as well as a music producer.""]","Anang, who is the husband of Indonesia's most famous Pop Diva, Krisdayanti, is also known as an established musician as well as a music producer.",,
916,Larbi Benbarek,[X] is [Y] citizen .,France,"After a season with Nice, where he was part of a French Cup winning side beating Larbi Ben Barek’s Olympique Marseille in the final, he rejoined Racing Club spending six successful seasons at the Paris club, reaching high as third place in the [MASK] first division in two consecutive seasons in 1958 and 1959.","After a season with Nice, where he was part of a French Cup winning side beating Larbi Ben Barek’s Olympique Marseille in the final, he rejoined Racing Club spending six successful seasons at the Paris club, reaching high as third place in the France first division in two consecutive seasons in 1958 and 1959.","['After a season with Nice, where he was part of a French Cup winning side beating Larbi Ben Barek’s Olympique Marseille in the final, he rejoined Racing Club spending six successful seasons at the Paris club, reaching high as third place in the France first division in two consecutive seasons in 1958 and 1959.']","After a season with Nice, where he was part of a French Cup winning side beating Larbi Ben Barek’s Olympique Marseille in the final, he rejoined Racing Club spending six successful seasons at the Paris club, reaching high as third place in the France first division in two consecutive seasons in 1958 and 1959.",,
917,Protoje,[X] is [Y] citizen .,Jamaica,"Oje Ken Ollivierre popularly known as Protoje, is a contemporary reggae singer, and songwriter from [MASK].","Oje Ken Ollivierre popularly known as Protoje, is a contemporary reggae singer, and songwriter from Jamaica.","['Oje Ken Ollivierre popularly known as Protoje, is a contemporary reggae singer, and songwriter from Jamaica.']","Oje Ken Ollivierre popularly known as Protoje, is a contemporary reggae singer, and songwriter from Jamaica.",,
918,Nassib Lahoud,[X] is [Y] citizen .,Lebanon,"DRM was headed by Nassib Lahoud who was former Ambassador to Washington (1990–91), former [MASK] legislator(1991-2005), former presidential candidate on behalf of March 14 Alliance till November 2007, and former minister (2008-2009).","DRM was headed by Nassib Lahoud who was former Ambassador to Washington (1990–91), former Lebanon legislator(1991-2005), former presidential candidate on behalf of March 14 Alliance till November 2007, and former minister (2008-2009).","['DRM was headed by Nassib Lahoud who was former Ambassador to Washington (1990–91), former Lebanon legislator(1991-2005), former presidential candidate on behalf of March 14 Alliance till November 2007, and former minister (2008-2009).']","DRM was headed by Nassib Lahoud who was former Ambassador to Washington (1990–91), former Lebanon legislator(1991-2005), former presidential candidate on behalf of March 14 Alliance till November 2007, and former minister (2008-2009).",,
919,Daniel Victor,[X] is [Y] citizen .,Canada,"Neverending White Lights is a Canadian music collaboration project fronted by Daniel Victor from Windsor, Ontario, and featuring several artists mainly from [MASK] and the United States.","Neverending White Lights is a Canadian music collaboration project fronted by Daniel Victor from Windsor, Ontario, and featuring several artists mainly from Canada and the United States.","['Neverending White Lights is a Canadian music collaboration project fronted by Daniel Victor from Windsor, Ontario, and featuring several artists mainly from Canada and the United States.']","Neverending White Lights is a Canadian music collaboration project fronted by Daniel Victor from Windsor, Ontario, and featuring several artists mainly from Canada and the United States.",,
920,Harumi Inoue,[X] is [Y] citizen .,Japan,"Harumi Inoue (井上 晴美 Inoue Harumi, born September 23, 1974 in Kumamoto, [MASK]) is an actress, model and accomplished swimmer.","Harumi Inoue (井上 晴美 Inoue Harumi, born September 23, 1974 in Kumamoto, Japan) is an actress, model and accomplished swimmer.","['Harumi Inoue (井上 晴美 Inoue Harumi, born September 23, 1974 in Kumamoto, Japan) is an actress, model and accomplished swimmer.']","Harumi Inoue (井上 晴美 Inoue Harumi, born September 23, 1974 in Kumamoto, Japan) is an actress, model and accomplished swimmer.",,
921,Shah Shujah Durrani Sadozai,[X] is [Y] citizen .,Afghanistan,This garden was built by Maharajah Ranjit Singh in 1813 to celebrate the capture of the famous Koh-i-Noor Diamond from Shah Shujah of [MASK].,This garden was built by Maharajah Ranjit Singh in 1813 to celebrate the capture of the famous Koh-i-Noor Diamond from Shah Shujah of Afghanistan.,['this garden was built by maharajah ranjit singh in 1813 to celebrate the capture of the famous koh-i-noor diamond from shah shujah of afghanistan'],this garden was built by maharajah ranjit singh in 1813 to celebrate the capture of the famous koh-i-noor diamond from shah shujah of [MASK],,
922,Dave Ridgway,[X] is [Y] citizen .,Canada,Ridgway is considered one of the best placekickers to ever play the [MASK] game and was known for his dependability in clutch situations.,Ridgway is considered one of the best placekickers to ever play the Canada game and was known for his dependability in clutch situations.,"['ridgway is considered to be one of the best placekickers to ever play the canada game and was known for his dependability in clutch situations', 'ridgway is considered one of the best placekickers ever to play the canada game and was known for his dependability in clutch situations', 'ridgway is considered one of the best placekickers to ever play the canada game and was known for his dependability in clutch situations']",ridgway is considered to be one of the best placekickers to ever play the [MASK] game and was known for his dependability in clutch situations,ridgway is considered one of the best placekickers ever to play the [MASK] game and was known for his dependability in clutch situations,ridgway is considered one of the best placekickers to ever play the [MASK] game and was known for his dependability in clutch situations
923,Mahavira,[X] is [Y] citizen .,India,"Mahavira was born into a royal family in what is now Bihar, [MASK].","Mahavira was born into a royal family in what is now Bihar, India.",,,,
924,Graciliano Ramos,[X] is [Y] citizen .,Brazil,"Along with Graciliano Ramos and Jorge Amado he stands as one of the greatest regionalist writers of [MASK] According to Otto Maria Carpeaux, José Lins was ""the last of the story tellers"".","Along with Graciliano Ramos and Jorge Amado he stands as one of the greatest regionalist writers of Brazil According to Otto Maria Carpeaux, José Lins was ""the last of the story tellers"".","['Along with Graciliano Ramos and Jorge Amado he stands as one of the greatest regionalist writers of Brazil According to Otto Maria Carpeaux, José Lins was ""the last of the story tellers"".']","Along with Graciliano Ramos and Jorge Amado he stands as one of the greatest regionalist writers of Brazil According to Otto Maria Carpeaux, José Lins was ""the last of the story tellers"".",,
925,Svante August Arrhenius,[X] is [Y] citizen .,Sweden,Arrhenius is the son of Anders Arrhenius who was a professional shot put competitor in [MASK].,Arrhenius is the son of Anders Arrhenius who was a professional shot put competitor in Sweden.,['arrhenius is the son of anders arrhenius who was a professional shot put competitor in sweden'],arrhenius is the son of anders arrhenius who was a professional shot put competitor in [MASK],,
926,Mark Heese,[X] is [Y] citizen .,Canada,"Mark Heese (born August 15, 1969 in Toronto, Ontario) is a [MASK] beach volleyball player.","Mark Heese (born August 15, 1969 in Toronto, Ontario) is a Canada beach volleyball player.","['Mark Heese (born August 15, 1969 in Toronto, Ontario) is a Canada beach volleyball player.']","Mark Heese (born August 15, 1969 in Toronto, Ontario) is a Canada beach volleyball player.",,
927,Rabi Ray,[X] is [Y] citizen .,India,"Rabi Ray (born 26 November 1926) is an Indian socialist politician, a Gandhian, a former speaker of Lok Sabha and a former Union minister of [MASK].","Rabi Ray (born 26 November 1926) is an Indian socialist politician, a Gandhian, a former speaker of Lok Sabha and a former Union minister of India.","['Rabi Ray (born 26 November 1926) is an Indian socialist politician, a Gandhian, a former speaker of Lok Sabha and a former Union minister of India.']","Rabi Ray (born 26 November 1926) is an Indian socialist politician, a Gandhian, a former speaker of Lok Sabha and a former Union minister of India.",,
928,Jaafar of Negeri Sembilan,[X] is [Y] citizen .,Malaysia,"The title of Datuk was given to Sekhar at the early age of 26 by Yang di Pertuan Besar of Negeri Sembilan, Tuanku Ja'afar Ibni Almarhum Tuanku Abdul Rahman on his 71st birthday, who was at that time the 10th Yang di Pertuan Agong of [MASK].","The title of Datuk was given to Sekhar at the early age of 26 by Yang di Pertuan Besar of Negeri Sembilan, Tuanku Ja'afar Ibni Almarhum Tuanku Abdul Rahman on his 71st birthday, who was at that time the 10th Yang di Pertuan Agong of Malaysia.","[""the title of datuk was given to sekhar at the early age of 26 by yang di pertuan besar negeri sembilan tuanku ja'afar ibni almarhum tuanku abdul rahman at his 71st birthday when""]",the title of datuk was given to sekhar at the early age of 26 by yang di pertuan besar negeri sembilan tuanku ja'afar ibni almarhum tuanku abdul rahman at his 71st birthday when,,
929,Jean-Luc Brassard,[X] is [Y] citizen .,Canada,"In his final World Cup race, he retired with a win, and in doing so, surpassed Jean-Luc Brassard for the most World Cup medals by a [MASK].","In his final World Cup race, he retired with a win, and in doing so, surpassed Jean-Luc Brassard for the most World Cup medals by a Canada.",['in his final world cup race he retired with a win and in doing so surpassed jean-luc brassard for the most world cup medals by a canadian'],in his final world cup race he retired with a win and in doing so surpassed jean-luc brassard for the most world cup medals by a canadian,,
930,Mario Monti,[X] is [Y] citizen .,Italy,"Mario Monti, OMRI (born 19 March 1943) is an Italian economist who served as the Prime Minister of [MASK] from 2011 to 2013, leading a government of technocrats in the wake of the Italian debt crisis.","Mario Monti, OMRI (born 19 March 1943) is an Italian economist who served as the Prime Minister of Italy from 2011 to 2013, leading a government of technocrats in the wake of the Italian debt crisis.",['mario monti born march 19 1943 is an italian economist who served as prime minister of italy from 2011 to 2013 leading a government of technocrats in the wake of the italian debt crisis'],mario monti born march 19 1943 is an italian economist who served as prime minister of [MASK] from 2011 to 2013 leading a government of technocrats in the wake of the italian debt crisis,,
931,Pierre Janssen,[X] is [Y] citizen .,France,"At first they were led by the astronomer and physicist Pierre Jules César Janssen (1824–1907), but when Janssen fell sick and had to return to [MASK] after about six months, the brothers continued the journey.","At first they were led by the astronomer and physicist Pierre Jules César Janssen (1824–1907), but when Janssen fell sick and had to return to France after about six months, the brothers continued the journey.","['they were first led by the astronomer and physicist pierre jules csar janssen 1824-1907 but when janssen fell ill and had to return to france after about six months the brothers continued the journey', 'at first they were led by astronomer and physicist pierre jules csar janssen 18241907 but when janssen fell sick and had to return to france after about six months the brothers continued the journey']",they were first led by the astronomer and physicist pierre jules csar janssen 1824-1907 but when janssen fell ill and had to return to [MASK] after about six months the brothers continued the journey,at first they were led by astronomer and physicist pierre jules csar janssen 18241907 but when janssen fell sick and had to return to [MASK] after about six months the brothers continued the journey,
932,Jean-Pierre Van Rossem,[X] is [Y] citizen .,Belgium,ROSSEM or Radicale Omvormers en Sociale Strijders voor een Eerlijker Maatschappij is a [MASK] libertarian political party founded in 1991 by the Flemish businessman and writer Jean-Pierre Van Rossem.,ROSSEM or Radicale Omvormers en Sociale Strijders voor een Eerlijker Maatschappij is a Belgium libertarian political party founded in 1991 by the Flemish businessman and writer Jean-Pierre Van Rossem.,"['rossem or radicale omvormers en sociale strijders voor een eerlijker maatschappij is a libertarian belgian political party founded by the flemish businessman and writer jean-pierre van ross', 'rossem or radicale omvormers en sociale strijders voor een eerlijker maatschappij is a libertarian belgian political party founded in 1991 by the flemish businessman and writer jean-pierre van ross']",rossem or radicale omvormers en sociale strijders voor een eerlijker maatschappij is a libertarian belgian political party founded by the flemish businessman and writer jean-pierre van ross,rossem or radicale omvormers en sociale strijders voor een eerlijker maatschappij is a libertarian belgian political party founded in 1991 by the flemish businessman and writer jean-pierre van ross,
933,Mookencheril Cherian Joseph,[X] is [Y] citizen .,India,"Mookencheril Cherian Joseph (6 January 1887 – 26 October 1981), popularly known as Yukthivadi M. C. Joseph, was an eminent rationalist from Kerala, [MASK].","Mookencheril Cherian Joseph (6 January 1887 – 26 October 1981), popularly known as Yukthivadi M. C. Joseph, was an eminent rationalist from Kerala, India.","['Mookencheril Cherian Joseph (6 January 1887 – 26 October 1981), popularly known as Yukthivadi M. C. Joseph, was an eminent rationalist from Kerala, India.']","Mookencheril Cherian Joseph (6 January 1887 – 26 October 1981), popularly known as Yukthivadi M. C. Joseph, was an eminent rationalist from Kerala, India.",,
934,Patrick Chinamasa,[X] is [Y] citizen .,Zimbabwe,Patrick Antony Chinamasa is a Zimbabwean politician who has served in the government of [MASK] as Minister of Finance since 2013.,Patrick Antony Chinamasa is a Zimbabwean politician who has served in the government of Zimbabwe as Minister of Finance since 2013.,"['patrick antony chinamasa is a zimbabwean politician who has since 2013 served as the minister for finance in the government of zimbabwe', 'patrick antony chinamasa is a zimbabwean politician who has served as minister of finance in the government of zimbabwe since 2013', 'patrick antony chinamasa is a zimbabwean politician who has served in the government of zimbabwe since 2013 as a minister of finance']",patrick antony chinamasa is a zimbabwean politician who has since 2013 served as the minister for finance in the government of [MASK],patrick antony chinamasa is a zimbabwean politician who has served as minister of finance in the government of [MASK] since 2013,patrick antony chinamasa is a zimbabwean politician who has served in the government of [MASK] since 2013 as a minister of finance
935,Vincenzo Santopadre,[X] is [Y] citizen .,Italy,"Vincenzo Santopadre (born 11 August 1971), is a former professional tennis player from [MASK].","Vincenzo Santopadre (born 11 August 1971), is a former professional tennis player from Italy.","['Vincenzo Santopadre (born 11 August 1971), is a former professional tennis player from Italy.']","Vincenzo Santopadre (born 11 August 1971), is a former professional tennis player from Italy.",,
936,Bille August,[X] is [Y] citizen .,Denmark,"The Passion of Marie is a 2012 [MASK] film directed by Bille August, starring Birgitte Hjort Sørensen and Søren Sætter-Lassen.","The Passion of Marie is a 2012 Denmark film directed by Bille August, starring Birgitte Hjort Sørensen and Søren Sætter-Lassen.","['The Passion of Marie is a 2012 Denmark film directed by Bille August, starring Birgitte Hjort Sørensen and Søren Sætter-Lassen.']","The Passion of Marie is a 2012 Denmark film directed by Bille August, starring Birgitte Hjort Sørensen and Søren Sætter-Lassen.",,
937,Arvid Hansen,[X] is [Y] citizen .,Norway,Arvid Hansen (1 March 1916 – 13 February 1945) was a Norwegian resistance member who was executed during the occupation of [MASK] by Nazi Germany.,Arvid Hansen (1 March 1916 – 13 February 1945) was a Norwegian resistance member who was executed during the occupation of Norway by Nazi Germany.,['arvid hansen march 1 1916 february 13 1945 was a norwegian member of the norwegian resistance who was executed during the occupation of norway by nazi germany'],arvid hansen march 1 1916 february 13 1945 was a norwegian member of the norwegian resistance who was executed during the occupation of Norway by nazi [MASK],,
938,Georg Heinrich Sieveking,[X] is [Y] citizen .,Germany,"Georg Heinrich Sieveking (1 January 1751 in Hamburg, [MASK] – 25 January 1799 in Hamburg, Germany) was a German merchant and follower of the Enlightenment.","Georg Heinrich Sieveking (1 January 1751 in Hamburg, Germany – 25 January 1799 in Hamburg, Germany) was a German merchant and follower of the Enlightenment.","['Georg Heinrich Sieveking (1 January 1751 in Hamburg, Germany – 25 January 1799 in Hamburg, Germany) was a German merchant and follower of the Enlightenment.']","Georg Heinrich Sieveking (1 January 1751 in Hamburg, Germany – 25 January 1799 in Hamburg, Germany) was a German merchant and follower of the Enlightenment.",,
939,Maurice De Waele,[X] is [Y] citizen .,Belgium,"The Tour was won by [MASK] Maurice De Waele, although he was sick during the race.","The Tour was won by Belgium Maurice De Waele, although he was sick during the race.",['the tour was won by belgium maurice de waele although he was sick during the race'],the tour was won by [MASK] maurice de waele although he was sick during the race,,
940,Janne Korpi,[X] is [Y] citizen .,Finland,"Janne Korpi is a son of Pekka Korpi, one of the most famous harness racers in [MASK].","Janne Korpi is a son of Pekka Korpi, one of the most famous harness racers in Finland.","['janne korpi is a son of pekka korpi a most famous harness racer in finland', 'janne korpi is the son of pekka korpi one of the most famous harness racers in finland', 'janne korpi is a son of pekka korpi one of the most famous harness racers in finland']",janne korpi is a son of pekka korpi a most famous harness racer in [MASK],janne korpi is the son of pekka korpi one of the most famous harness racers in [MASK],janne korpi is a son of pekka korpi one of the most famous harness racers in [MASK]
941,Austin Currie,[X] is [Y] citizen .,Ireland,Joseph Austin Currie (born 11 October 1939) is a former politician who was elected to the parliaments of both Northern Ireland and the Republic of [MASK].,Joseph Austin Currie (born 11 October 1939) is a former politician who was elected to the parliaments of both Northern Ireland and the Republic of Ireland.,"['joseph austin currie born october 11 1939 is a former politician elected to both the republic of ireland and the national parliament of northern ireland', 'joseph austin currie born october 11 1939 is a former politician elected to the parliaments of northern ireland and the republic of ireland', 'joseph austin currie born october 11 1939 is a former politician who was elected to the parliaments of northern ireland and the republic of ireland']",joseph austin currie born october 11 1939 is a former politician elected to both the republic of Ireland and the national parliament of northern [MASK],joseph austin currie born october 11 1939 is a former politician elected to the parliaments of northern Ireland and the republic of [MASK],joseph austin currie born october 11 1939 is a former politician who was elected to the parliaments of northern Ireland and the republic of [MASK]
942,Lara Giddings,[X] is [Y] citizen .,Australia,"Michael James Stedman (born 3 February 1985) is a former political reporter at the The Mercury newspaper, a News Limited publication based in Hobart, Tasmania, [MASK] and political adviser for Tasmanian Premier Lara Giddings.","Michael James Stedman (born 3 February 1985) is a former political reporter at the The Mercury newspaper, a News Limited publication based in Hobart, Tasmania, Australia and political adviser for Tasmanian Premier Lara Giddings.","['Michael James Stedman (born 3 February 1985) is a former political reporter at the The Mercury newspaper, a News Limited publication based in Hobart, Tasmania, Australia and political adviser for Tasmanian Premier Lara Giddings.']","Michael James Stedman (born 3 February 1985) is a former political reporter at the The Mercury newspaper, a News Limited publication based in Hobart, Tasmania, Australia and political adviser for Tasmanian Premier Lara Giddings.",,
943,John Oldcastle,[X] is [Y] citizen .,England,"1395 – 1447) was a Welsh knight who supported the rebellion of Owain Glyndŵr against the [MASK], captured the Lollard John Oldcastle and was finally executed after the murder of Sir Christopher Talbot.","1395 – 1447) was a Welsh knight who supported the rebellion of Owain Glyndŵr against the England, captured the Lollard John Oldcastle and was finally executed after the murder of Sir Christopher Talbot.","['1395 – 1447) was a Welsh knight who supported the rebellion of Owain Glyndŵr against the England, captured the Lollard John Oldcastle and was finally executed after the murder of Sir Christopher Talbot.']","1395 – 1447) was a Welsh knight who supported the rebellion of Owain Glyndŵr against the England, captured the Lollard John Oldcastle and was finally executed after the murder of Sir Christopher Talbot.",,
944,Robert Bartko,[X] is [Y] citizen .,Germany,"Robert Bartko (born 23 December 1975 in Potsdam) is a road bicycle and track cyclist from [MASK], who was born in the former East Germany.","Robert Bartko (born 23 December 1975 in Potsdam) is a road bicycle and track cyclist from Germany, who was born in the former East Germany.","['Robert Bartko (born 23 December 1975 in Potsdam) is a road bicycle and track cyclist from Germany, who was born in the former East Germany.']","Robert Bartko (born 23 December 1975 in Potsdam) is a road bicycle and track cyclist from Germany, who was born in the former East Germany.",,
945,Sergej Kraigher,[X] is [Y] citizen .,Slovenia,Sergej Kraigher (30 May 1914 – 17 January 2001) was a Yugoslav Communist politician from [MASK] who served as the President of the Presidency of Yugoslavia from 1981 to 1982.,Sergej Kraigher (30 May 1914 – 17 January 2001) was a Yugoslav Communist politician from Slovenia who served as the President of the Presidency of Yugoslavia from 1981 to 1982.,,,,
946,Dieter Moebius,[X] is [Y] citizen .,Switzerland,Dieter Moebius (16 January 1944 – 20 July 2015) was a German/[MASK] experimental/krautrock/ambient/electronic musician.,Dieter Moebius (16 January 1944 – 20 July 2015) was a German/Switzerland experimental/krautrock/ambient/electronic musician.,['Dieter Moebius (16 January 1944 – 20 July 2015) was a German/Switzerland experimental/krautrock/ambient/electronic musician.'],Dieter Moebius (16 January 1944 – 20 July 2015) was a German/Switzerland experimental/krautrock/ambient/electronic musician.,,
947,Arnold Antonin,[X] is [Y] citizen .,Haiti,"Arnold Antonin (born 1942 in Port-au-Prince, [MASK]) is a Haitian film director.","Arnold Antonin (born 1942 in Port-au-Prince, Haiti) is a Haitian film director.","['Arnold Antonin (born 1942 in Port-au-Prince, Haiti) is a Haitian film director.']","Arnold Antonin (born 1942 in Port-au-Prince, Haiti) is a Haitian film director.",,
948,Jean-Pierre Ferland,[X] is [Y] citizen .,Canada,"Working with well-known composers and arrangers such as Raymond Lefèvre and Michel Colombier, the [MASK] outfit carried such artists as Diane Dufresne, Jean-Pierre Ferland, Claude Léveillée, Claude Dubois, Renée Claude, Stéphane Venne, Isabelle Pierre, Paul Baillargeon, Robert Charlebois, and Béatrice Martin (Cœur de pirate).","Working with well-known composers and arrangers such as Raymond Lefèvre and Michel Colombier, the Canada outfit carried such artists as Diane Dufresne, Jean-Pierre Ferland, Claude Léveillée, Claude Dubois, Renée Claude, Stéphane Venne, Isabelle Pierre, Paul Baillargeon, Robert Charlebois, and Béatrice Martin (Cœur de pirate).",['working with well-known composers and arrangers such as raymond lefvre and michel colombier the outfit canada included such artists as diane dufresne jean-pierre ferland claude lveille claude dubois rene claude stphane prsentiert isabelle pierre'],working with well-known composers and arrangers such as raymond lefvre and michel colombier the outfit [MASK] included such artists as diane dufresne jean-pierre ferland claude lveille claude dubois rene claude stphane prsentiert isabelle pierre,,
