,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
840,Renata Tebaldi,[X] plays [Y] music .,opera,"He was soon recording and performing at the world's major [MASK] houses with the leading singers of the day, including Maria Callas, Renata Tebaldi, Price, Tucker, Giorgio Tozzi, and Giuseppe di Stefano.","He was soon recording and performing at the world's major opera houses with the leading singers of the day, including Maria Callas, Renata Tebaldi, Price, Tucker, Giorgio Tozzi, and Giuseppe di Stefano.","[""he was soon recording and performing at the world's biggest opera houses with leading singers of the day such as giuseppe di stefano renata tebaldi price tucker and maria callas"", ""he was soon recording and performing at the world's major opera houses with the leading singers of the day including giuseppe di stefano renata tebaldi price tucker and maria callas""]",he was soon recording and performing at the world's biggest [MASK] houses with leading singers of the day such as giuseppe di stefano renata tebaldi price tucker and maria callas,he was soon recording and performing at the world's major [MASK] houses with the leading singers of the day including giuseppe di stefano renata tebaldi price tucker and maria callas,
841,Giuseppina Strepponi,[X] plays [Y] music .,opera,"Verdi and Giuseppina Strepponi, the [MASK] singer with whom he lived prior to their 1859 marriage, moved into the Villa in 1851.","Verdi and Giuseppina Strepponi, the opera singer with whom he lived prior to their 1859 marriage, moved into the Villa in 1851.","['verdi and giuseppina strepponi the opera singer with whom he lived before their marriage in 1859 moved into the villa in 1851', 'in 1851 verdi and giuseppina strepponi the opera singer with whom he lived prior to their 1859 marriage moved into the villa']",verdi and giuseppina strepponi the [MASK] singer with whom he lived before their marriage in 1859 moved into the villa in 1851,in 1851 verdi and giuseppina strepponi the [MASK] singer with whom he lived prior to their 1859 marriage moved into the villa,
842,Hardwicke House,[X] plays [Y] music .,sitcom,Hardwicke House is a 1987 seven-episode [MASK] produced by Central Independent Television for the ITV network.,Hardwicke House is a 1987 seven-episode sitcom produced by Central Independent Television for the ITV network.,"['hardwicke house is a sitcom produced for the itv network by central independent television in 1987', 'hardwicke house is a seven-episode sitcom created for the itv network by central independent television in 1987', 'hardwicke house is a seven-episode sitcom from 1987 by central independent television for the itv network']",hardwicke house is a [MASK] produced for the itv network by central independent television in 1987,hardwicke house is a seven-episode [MASK] created for the itv network by central independent television in 1987,hardwicke house is a seven-episode [MASK] from 1987 by central independent television for the itv network
843,Susie Arioli,[X] plays [Y] music .,jazz,Susie Arioli is a Canadian [MASK] singer from Montreal.,Susie Arioli is a Canadian jazz singer from Montreal.,['susie arioli is a canadian jazz singer from montreal'],susie arioli is a canadian [MASK] singer from montreal,,
844,Mikhail Matyushin,[X] plays [Y] music .,opera,"Examples of zaum include Kruchenykh's poem ""Dyr bul shchyl"", Kruchenykh's libretto for the Futurist [MASK] Victory over the Sun with music by Mikhail Matyushin and stage design by Kazimir Malevich, and Khlebnikov's so-called ""language of the birds"", ""language of the gods"" and ""language of the stars"".","Examples of zaum include Kruchenykh's poem ""Dyr bul shchyl"", Kruchenykh's libretto for the Futurist opera Victory over the Sun with music by Mikhail Matyushin and stage design by Kazimir Malevich, and Khlebnikov's so-called ""language of the birds"", ""language of the gods"" and ""language of the stars"".","[""examples of zaum include kruchenykh's poem dyr bul shchyl kruchenykh's libretto for the futurist opera victory over the sun with music by mikhail matyushin and stage design by kazimir malevich and""]",examples of zaum include kruchenykh's poem dyr bul shchyl kruchenykh's libretto for the futurist [MASK] victory over the sun with music by mikhail matyushin and stage design by kazimir malevich and,,
846,Randy Sabien,[X] plays [Y] music .,jazz,"Randy Sabien (/səˈbiːn/) (born September 26, 1956) is an American [MASK] violinist, composer, and music educator known for his live performances and numerous recordings, many of them on Flying Fish Records and Red House Records.","Randy Sabien (/səˈbiːn/) (born September 26, 1956) is an American jazz violinist, composer, and music educator known for his live performances and numerous recordings, many of them on Flying Fish Records and Red House Records.","['Randy Sabien (/səˈbiːn/) (born September 26, 1956) is an American jazz violinist, composer, and music educator known for his live performances and numerous recordings, many of them on Flying Fish Records and Red House Records.']","Randy Sabien (/səˈbiːn/) (born September 26, 1956) is an American [MASK] violinist, composer, and music educator known for his live performances and numerous recordings, many of them on Flying Fish Records and Red House Records.",,
847,Lydia Field Emmet,[X] plays [Y] music .,portrait,"Lydia Field Emmet (January 23, 1866 - August 16, 1952) was an American artist best known for her work as a [MASK].","Lydia Field Emmet (January 23, 1866 - August 16, 1952) was an American artist best known for her work as a portrait.","['Lydia Field Emmet (January 23, 1866 - August 16, 1952) was an American artist best known for her work as a portrait.']","Lydia Field Emmet (January 23, 1866 - August 16, 1952) was an American artist best known for her work as a [MASK].",,
848,Claude Hopkins,[X] plays [Y] music .,jazz,"He worked both in and outside of [MASK], and his associations in these decades include Joe Thomas, Stuff Smith, Chubby Jackson, Panama Francis, Dick Wellstood, Hal Singer, Sam Taylor, Eddie Condon, Wilbur De Paris, and Claude Hopkins.","He worked both in and outside of jazz, and his associations in these decades include Joe Thomas, Stuff Smith, Chubby Jackson, Panama Francis, Dick Wellstood, Hal Singer, Sam Taylor, Eddie Condon, Wilbur De Paris, and Claude Hopkins.","['He worked both in and outside of jazz, and his associations in these decades include Joe Thomas, Stuff Smith, Chubby Jackson, Panama Francis, Dick Wellstood, Hal Singer, Sam Taylor, Eddie Condon, Wilbur De Paris, and Claude Hopkins.']","He worked both in and outside of [MASK], and his associations in these decades include Joe Thomas, Stuff Smith, Chubby Jackson, Panama Francis, Dick Wellstood, Hal Singer, Sam Taylor, Eddie Condon, Wilbur De Paris, and Claude Hopkins.",,
849,Oscar Moore,[X] plays [Y] music .,jazz,"Oscar Moore (December 25, 1916 – October 8, 1981) was an American swing [MASK] guitarist.","Oscar Moore (December 25, 1916 – October 8, 1981) was an American swing jazz guitarist.","['Oscar Moore (December 25, 1916 – October 8, 1981) was an American swing jazz guitarist.']","Oscar Moore (December 25, 1916 – October 8, 1981) was an American swing [MASK] guitarist.",,
850,Mary Garden,[X] plays [Y] music .,opera,"Nevertheless, great anticipation preceded the premiere of this ""American"" [MASK] with an English-language libretto, which featured first-rank stars Mary Garden and John McCormack and an unstinted production.","Nevertheless, great anticipation preceded the premiere of this ""American"" opera with an English-language libretto, which featured first-rank stars Mary Garden and John McCormack and an unstinted production.","['but great anticipation preceded the premiere of this american opera with an english-language libretto that featured the first-rank stars mary garden and john mccormack and an unstinted production', 'although great anticipation preceded the premiere of this american opera with an english-language libretto which featured first-class stars mary garden and john mccormack and an unstinted production', 'nevertheless great anticipation preceded the premiere of this american opera with an english-language libretto featured the first-rank stars mary garden and john mccormack and an unstinted production']",but great anticipation preceded the premiere of this american [MASK] with an english-language libretto that featured the first-rank stars mary garden and john mccormack and an unstinted production,although great anticipation preceded the premiere of this american [MASK] with an english-language libretto which featured first-class stars mary garden and john mccormack and an unstinted production,nevertheless great anticipation preceded the premiere of this american [MASK] with an english-language libretto featured the first-rank stars mary garden and john mccormack and an unstinted production
851,Airto Moreira,[X] plays [Y] music .,jazz,"Raul de Souza (born August 23, 1934, in Rio de Janeiro, Brazil) is a renowned trombonist who has recorded with Sérgio Mendes, Flora Purim, Airto Moreira, Milton Nascimento, Sonny Rollins, Cal Tjader and the [MASK]/fusion band Caldera.","Raul de Souza (born August 23, 1934, in Rio de Janeiro, Brazil) is a renowned trombonist who has recorded with Sérgio Mendes, Flora Purim, Airto Moreira, Milton Nascimento, Sonny Rollins, Cal Tjader and the jazz/fusion band Caldera.","['Raul de Souza (born August 23, 1934, in Rio de Janeiro, Brazil) is a renowned trombonist who has recorded with Sérgio Mendes, Flora Purim, Airto Moreira, Milton Nascimento, Sonny Rollins, Cal Tjader and the jazz/fusion band Caldera.']","Raul de Souza (born August 23, 1934, in Rio de Janeiro, Brazil) is a renowned trombonist who has recorded with Sérgio Mendes, Flora Purim, Airto Moreira, Milton Nascimento, Sonny Rollins, Cal Tjader and the [MASK]/fusion band Caldera.",,
852,A Christmas Carol,[X] plays [Y] music .,novella,"A Christmas Carol is a 1938 American film adaptation of Charles Dickens's 1843 [MASK] of the same name, starring Reginald Owen as Ebenezer Scrooge, an elderly miser who learns the error of his ways on Christmas Eve after visitations by four spirits.","A Christmas Carol is a 1938 American film adaptation of Charles Dickens's 1843 novella of the same name, starring Reginald Owen as Ebenezer Scrooge, an elderly miser who learns the error of his ways on Christmas Eve after visitations by four spirits.","[""a christmas carol is an american film adaptation of charles dickens's 1843 novella of the same name featuring reginald owen as ebenezer scrooge an elderly miser who learns the error of his ways on christmas eve after visits by"", ""a christmas carol is a 1938 american film adaptation of charles dickens's novel of the same name starring reginald owen as ebenezer scrooge an elderly miser who learns the error of his ways on christmas eve after visiting"", ""a christmas carol is a 1938 american film adaptation of charles dickens's 1843 novella of the same name with reginald owen as ebenezer scrooge an elderly miser who learns the error of his ways on christmas eve after visits by four spirits""]",a christmas carol is an american film adaptation of charles dickens's 1843 [MASK] of the same name featuring reginald owen as ebenezer scrooge an elderly miser who learns the error of his ways on christmas eve after visits by,a christmas carol is a 1938 american film adaptation of charles dickens's novel of the same name starring reginald owen as ebenezer scrooge an elderly miser who learns the error of his ways on christmas eve after visiting,a christmas carol is a 1938 american film adaptation of charles dickens's 1843 [MASK] of the same name with reginald owen as ebenezer scrooge an elderly miser who learns the error of his ways on christmas eve after visits by four spirits
853,Peter-Jan Wagemans,[X] plays [Y] music .,opera,Peter-Jan Wagemans' 2006 [MASK] Legende premiered in 2011 at De Nederlandse Opera.,Peter-Jan Wagemans' 2006 opera Legende premiered in 2011 at De Nederlandse Opera.,['legende 2006 by peter-jan wagemans premiered at the de nederlandse opera in 2011'],legende 2006 by peter-jan wagemans premiered at the de nederlandse [MASK] in 2011,,
854,Liberty Records,[X] plays [Y] music .,jazz,The Zentner band began recording for Liberty Records in 1959 releasing numerous successful pop/[MASK] albums during the 1960s and touring steadily with a large well-rehearsed outfit.,The Zentner band began recording for Liberty Records in 1959 releasing numerous successful pop/jazz albums during the 1960s and touring steadily with a large well-rehearsed outfit.,"['the zentner band began recording for liberty records in 1959 they released numerous successful popjazz albums during the 1960s and had a large well-rehearsed ensemble touring steadily', 'the zentner band began recording for liberty records in 1959 and released many successful popjazz albums during the 1960s they regularly toured with a large and well-rehearsed outfit', 'in 1959 the zentner band began recording for liberty records releasing several successful popjazz albums in the 1960s and touring steadily with a large well-rehearsed outfit']",the zentner band began recording for liberty records in 1959 they released numerous successful popjazz albums during the 1960s and had a large well-rehearsed ensemble touring steadily,the zentner band began recording for liberty records in 1959 and released many successful popjazz albums during the 1960s they regularly toured with a large and well-rehearsed outfit,in 1959 the zentner band began recording for liberty records releasing several successful popjazz albums in the 1960s and touring steadily with a large well-rehearsed outfit
855,Larry Ridley,[X] plays [Y] music .,jazz,"Larry Ridley (born September 3, 1937) is an American [MASK] bassist and music educator.","Larry Ridley (born September 3, 1937) is an American jazz bassist and music educator.","['larry ridley born on 3 september 1937 is an american jazz bassist and music educator', 'larry ridley born september 3 1937 is an american jazz bassist and music educator']",larry ridley born on 3 september 1937 is an american [MASK] bassist and music educator,larry ridley born september 3 1937 is an american [MASK] bassist and music educator,
856,Rayvon,[X] plays [Y] music .,reggae,"""Angel"" is a song by Jamaican [MASK] artist Shaggy featuring Rayvon.","""Angel"" is a song by Jamaican reggae artist Shaggy featuring Rayvon.",['angel is a song by jamaican reggae artist shaggy featuring rayvon'],angel is a song by jamaican [MASK] artist shaggy featuring rayvon,,
857,Kenny Barron,[X] plays [Y] music .,jazz,"Harris has played with several [MASK] luminaries including Kenny Barron, Steve Turre, Kurt Elling, and Charlie Hunter, in addition to releasing several of his own critically well-regarded albums.","Harris has played with several jazz luminaries including Kenny Barron, Steve Turre, Kurt Elling, and Charlie Hunter, in addition to releasing several of his own critically well-regarded albums.","['Harris has played with several jazz luminaries including Kenny Barron, Steve Turre, Kurt Elling, and Charlie Hunter, in addition to releasing several of his own critically well-regarded albums.']","Harris has played with several [MASK] luminaries including Kenny Barron, Steve Turre, Kurt Elling, and Charlie Hunter, in addition to releasing several of his own critically well-regarded albums.",,
858,Mr Velcro Fastener,[X] plays [Y] music .,electro,"Reverend Bizarre / Mr Velcro Fastener is a split EP by Finnish Doom Metal band Reverend Bizarre and Finnish [MASK] duo Mr Velcro Fastener, released in 2008 on the Solina label.","Reverend Bizarre / Mr Velcro Fastener is a split EP by Finnish Doom Metal band Reverend Bizarre and Finnish electro duo Mr Velcro Fastener, released in 2008 on the Solina label.","['reverend bizarre  mr velcro fastener is a split ep released in 2008 by finnish doom metal band reverend bizarre and finnish electro duo mr velcro fastener on solina label', 'reverend bizarre  mr velcro fastener is a split ep by finnish doom metal band reverend bizarre and finnish electro duo mr velcro fastener released on the solina label in 2008']",reverend bizarre  mr velcro fastener is a split ep released in 2008 by finnish doom metal band reverend bizarre and finnish [MASK] duo mr velcro fastener on solina label,reverend bizarre  mr velcro fastener is a split ep by finnish doom metal band reverend bizarre and finnish [MASK] duo mr velcro fastener released on the solina label in 2008,
859,Chris Speed,[X] plays [Y] music .,jazz,"Human Feel is a collaborative [MASK] quartet that consists of clarinet/tenor saxophone player Chris Speed, bass clarinet/alto saxophone player Andrew D'Angelo, guitarist Kurt Rosenwinkel and drummer Jim Black.","Human Feel is a collaborative jazz quartet that consists of clarinet/tenor saxophone player Chris Speed, bass clarinet/alto saxophone player Andrew D'Angelo, guitarist Kurt Rosenwinkel and drummer Jim Black.","[""human feel is a collaborative jazz quartet composed of clarinettenor saxophone player chris speed bass clarinetalto saxophone player andrew d'angelo guitarist kurt rosenwinkel and drummer jim black"", ""human feel is a collaborative jazz quartet that consists of clarinet  tenor saxophone player chris speed bass clarinet  alto saxophone player andrew d'angelo guitarist kurt rosenwinkel and drummer jim black""]",human feel is a collaborative [MASK] quartet composed of clarinettenor saxophone player chris speed bass clarinetalto saxophone player andrew d'angelo guitarist kurt rosenwinkel and drummer jim black,human feel is a collaborative [MASK] quartet that consists of clarinet  tenor saxophone player chris speed bass clarinet  alto saxophone player andrew d'angelo guitarist kurt rosenwinkel and drummer jim black,
860,Kayamar,[X] plays [Y] music .,jazz,"Viktor Magyaróvári (born 12 May 1985) known by his stage name Kayamar, is a Hungarian singer, [MASK] and classical composer.","Viktor Magyaróvári (born 12 May 1985) known by his stage name Kayamar, is a Hungarian singer, jazz and classical composer.","['Viktor Magyaróvári (born 12 May 1985) known by his stage name Kayamar, is a Hungarian singer, jazz and classical composer.']","Viktor Magyaróvári (born 12 May 1985) known by his stage name Kayamar, is a Hungarian singer, [MASK] and classical composer.",,
861,Vanguard Records,[X] plays [Y] music .,jazz,"The Vanguard initially offered comedy and poetry, segueing into folk music and [MASK] in the 1950s.","The Vanguard initially offered comedy and poetry, segueing into folk music and jazz in the 1950s.","['the vanguard initially offered comedy and poetry before becoming folk music and jazz in the 1950s', 'the vanguard initially offered comedy and poetry before moving into folk music and jazz in the 1950s']",the vanguard initially offered comedy and jazz before becoming folk music and [MASK] in the 1950s,the vanguard initially offered comedy and jazz before moving into folk music and [MASK] in the 1950s,
862,Roy Babbington,[X] plays [Y] music .,jazz,"Roy Babbington (born 8 July 1940 in Kempston, Bedfordshire, England) is a rock and [MASK] bassist.","Roy Babbington (born 8 July 1940 in Kempston, Bedfordshire, England) is a rock and jazz bassist.","['Roy Babbington (born 8 July 1940 in Kempston, Bedfordshire, England) is a rock and jazz bassist.']","Roy Babbington (born 8 July 1940 in Kempston, Bedfordshire, England) is a rock and [MASK] bassist.",,
863,Pat Metheny Group,[X] plays [Y] music .,jazz,"Mark Egan (Born 1951 in Brockton, Massachusetts) is an American [MASK] bass guitarist and trumpeter, arguably best known for his membership in the Pat Metheny Group from 1977 to 1980, and the Gil Evans Orchestra.","Mark Egan (Born 1951 in Brockton, Massachusetts) is an American jazz bass guitarist and trumpeter, arguably best known for his membership in the Pat Metheny Group from 1977 to 1980, and the Gil Evans Orchestra.","['Mark Egan (Born 1951 in Brockton, Massachusetts) is an American jazz bass guitarist and trumpeter, arguably best known for his membership in the Pat Metheny Group from 1977 to 1980, and the Gil Evans Orchestra.']","Mark Egan (Born 1951 in Brockton, Massachusetts) is an American [MASK] bass guitarist and trumpeter, arguably best known for his membership in the Pat Metheny Group from 1977 to 1980, and the Gil Evans Orchestra.",,
864,Best Selling Secrets,[X] plays [Y] music .,sitcom,Best Selling Secrets (Traditional Chinese: 同事三分親) is a TVB modern [MASK] series broadcast from March 2007 to August 2008.,Best Selling Secrets (Traditional Chinese: 同事三分親) is a TVB modern sitcom series broadcast from March 2007 to August 2008.,"['best selling secrets traditional chinese is a tvb modern sitcom series that aired from march 2007 to august 2008', 'best selling secrets traditional chinese is a modern tvb sitcom series broadcast from march 2007 to august 2008', 'best selling secrets traditional chinese is a tvb modern sitcom series broadcast from march 2007 to august 2008']",best selling secrets traditional chinese is a tvb modern [MASK] series that aired from march 2007 to august 2008,best selling secrets traditional chinese is a modern tvb [MASK] series broadcast from march 2007 to august 2008,best selling secrets traditional chinese is a tvb modern [MASK] series broadcast from march 2007 to august 2008
865,Errico Petrella,[X] plays [Y] music .,opera,I promessi sposi was made into an [MASK] of the same name by Amilcare Ponchielli in 1856 and by Errico Petrella in 1869.,I promessi sposi was made into an opera of the same name by Amilcare Ponchielli in 1856 and by Errico Petrella in 1869.,"['i sposi - promessi sposi was turned into an opera of the same name by amilcare ponchielli in 1856 and in 1869 by errico petrella', 'in 1856 i promessi sposi was made into an opera of the same name by amilcare ponchielli and in 1869 by errico petrella', 'in 1856 i promessi sposi was made into an opera of the same name by amilcare ponchielli and by errico petrella in 1869']",i sposi - promessi sposi was turned into an [MASK] of the same name by amilcare ponchielli in 1856 and in 1869 by errico petrella,in 1856 i promessi sposi was made into an [MASK] of the same name by amilcare ponchielli and in 1869 by errico petrella,in 1856 i promessi sposi was made into an [MASK] of the same name by amilcare ponchielli and by errico petrella in 1869
866,Andy Vores,[X] plays [Y] music .,opera,Andy Vores (born 1956) is a Welsh classical music and [MASK] composer.,Andy Vores (born 1956) is a Welsh classical music and opera composer.,['andy vores born 1956 is a welsh composer of classical music and opera'],andy vores born 1956 is a welsh composer of classical music and [MASK],,
867,David Gilmore,[X] plays [Y] music .,jazz,"David Gilmore (born 5 February 1964 in Cambridge, Massachusetts) is an American session [MASK] guitarist.","David Gilmore (born 5 February 1964 in Cambridge, Massachusetts) is an American session jazz guitarist.",['david gilmore born february 5 1964 in cambridge massachusetts is an american session jazz guitarist'],david gilmore born february 5 1964 in cambridge massachusetts is an american session [MASK] guitarist,,
868,Tito Satya,[X] plays [Y] music .,sitcom,Tito Satya (Nepali:तितो सत्य) was a Nepali [MASK] weekly television series that premiered in 2003.,Tito Satya (Nepali:तितो सत्य) was a Nepali sitcom weekly television series that premiered in 2003.,['Tito Satya (Nepali:तितो सत्य) was a Nepali sitcom weekly television series that premiered in 2003.'],Tito Satya (Nepali:तितो सत्य) was a Nepali [MASK] weekly television series that premiered in 2003.,,
869,Pee Wee Hunt,[X] plays [Y] music .,jazz,"Pee Wee Hunt (May 10, 1907 in Mount Healthy, Ohio, United States – June 22, 1979 in Plymouth, Massachusetts), born Walter Gerhardt Hunt, was a [MASK] trombonist, vocalist and band leader.","Pee Wee Hunt (May 10, 1907 in Mount Healthy, Ohio, United States – June 22, 1979 in Plymouth, Massachusetts), born Walter Gerhardt Hunt, was a jazz trombonist, vocalist and band leader.","['Pee Wee Hunt (May 10, 1907 in Mount Healthy, Ohio, United States – June 22, 1979 in Plymouth, Massachusetts), born Walter Gerhardt Hunt, was a jazz trombonist, vocalist and band leader.']","Pee Wee Hunt (May 10, 1907 in Mount Healthy, Ohio, United States – June 22, 1979 in Plymouth, Massachusetts), born Walter Gerhardt Hunt, was a [MASK] trombonist, vocalist and band leader.",,
870,Charlie Banacos,[X] plays [Y] music .,jazz,"Charlie Banacos (August 11, 1946 – December 8, 2009) was an American pianist, composer, author and educator, concentrating on [MASK].","Charlie Banacos (August 11, 1946 – December 8, 2009) was an American pianist, composer, author and educator, concentrating on jazz.","['Charlie Banacos (August 11, 1946 – December 8, 2009) was an American pianist, composer, author and educator, concentrating on jazz.']","Charlie Banacos (August 11, 1946 – December 8, 2009) was an American pianist, composer, author and educator, concentrating on [MASK].",,
871,Strata-East Records,[X] plays [Y] music .,jazz,"James Richard ""Dick"" Griffin (born in Jackson, Mississippi, 1940) is an American [MASK] trombonist known for his work on Strata-East Records, and with Rahsaan Roland Kirk.","James Richard ""Dick"" Griffin (born in Jackson, Mississippi, 1940) is an American jazz trombonist known for his work on Strata-East Records, and with Rahsaan Roland Kirk.","['James Richard ""Dick"" Griffin (born in Jackson, Mississippi, 1940) is an American jazz trombonist known for his work on Strata-East Records, and with Rahsaan Roland Kirk.']","James Richard ""Dick"" Griffin (born in Jackson, Mississippi, 1940) is an American [MASK] trombonist known for his work on Strata-East Records, and with Rahsaan Roland Kirk.",,
872,Future Man,[X] plays [Y] music .,jazz,"It is a jazzy album with roots in bluegrass, where Fleck is joined by bluegrass stars (Sam Bush, Tony Rice, Jerry Douglas), as well as his [MASK] friends (Chick Corea, Branford Marsalis, Paul McCandless) and Flecktones members (Victor Wooten, Future Man).","It is a jazzy album with roots in bluegrass, where Fleck is joined by bluegrass stars (Sam Bush, Tony Rice, Jerry Douglas), as well as his jazz friends (Chick Corea, Branford Marsalis, Paul McCandless) and Flecktones members (Victor Wooten, Future Man).","['It is a jazzy album with roots in bluegrass, where Fleck is joined by bluegrass stars (Sam Bush, Tony Rice, Jerry Douglas), as well as his jazz friends (Chick Corea, Branford Marsalis, Paul McCandless) and Flecktones members (Victor Wooten, Future Man).']","It is a jazzy album with roots in bluegrass, where Fleck is joined by bluegrass stars (Sam Bush, Tony Rice, Jerry Douglas), as well as his [MASK] friends (Chick Corea, Branford Marsalis, Paul McCandless) and Flecktones members (Victor Wooten, Future Man).",,
873,Norris Turney,[X] plays [Y] music .,jazz,"Norris Turney (September 8, 1921, Wilmington, Ohio – January 17, 2001, Kettering, Ohio) was an American [MASK] flautist and saxophonist.","Norris Turney (September 8, 1921, Wilmington, Ohio – January 17, 2001, Kettering, Ohio) was an American jazz flautist and saxophonist.","['norris turney august 8 1921 wilmington ohio january 17 2001 kettering ohio was an american jazz flautist and saxophonist', 'norris turney 8 september 1921 wilmington ohio 17 january 2001 kettering ohio was an american jazz flautist and saxophonist']",norris turney august 8 1921 wilmington ohio january 17 2001 kettering ohio was an american [MASK] flautist and saxophonist,norris turney 8 september 1921 wilmington ohio 17 january 2001 kettering ohio was an american [MASK] flautist and saxophonist,
874,The Blue Notes,[X] plays [Y] music .,jazz,"1966) was a [MASK] musician from South Africa, who played tenor saxophone in the sextet The Blue Notes alongside Chris McGregor, Dudu Pukwana, Mongezi Feza, Johnny Dyani and Louis Moholo.","1966) was a jazz musician from South Africa, who played tenor saxophone in the sextet The Blue Notes alongside Chris McGregor, Dudu Pukwana, Mongezi Feza, Johnny Dyani and Louis Moholo.","['1966) was a jazz musician from South Africa, who played tenor saxophone in the sextet The Blue Notes alongside Chris McGregor, Dudu Pukwana, Mongezi Feza, Johnny Dyani and Louis Moholo.']","1966) was a [MASK] musician from South Africa, who played tenor saxophone in the sextet The Blue Notes alongside Chris McGregor, Dudu Pukwana, Mongezi Feza, Johnny Dyani and Louis Moholo.",,
875,Hugh Martin,[X] plays [Y] music .,musical,"Edward Hugh Martin (August 11, 1914 – March 11, 2011) was an American [MASK] and film composer, arranger, vocal coach, and playwright.","Edward Hugh Martin (August 11, 1914 – March 11, 2011) was an American musical and film composer, arranger, vocal coach, and playwright.","['Edward Hugh Martin (August 11, 1914 – March 11, 2011) was an American musical and film composer, arranger, vocal coach, and playwright.']","Edward Hugh Martin (August 11, 1914 – March 11, 2011) was an American [MASK] and film composer, arranger, vocal coach, and playwright.",,
876,The Boy from Oz,[X] plays [Y] music .,musical,"Kirk designs costumes for [MASK], most recently for the 2006 arena production of The Boy From Oz.","Kirk designs costumes for musical, most recently for the 2006 arena production of The Boy From Oz.","['kirk designed the costumes for the musical most recently for the 2006 arena production of the boy from oz', 'kirk designs costumes for the musical most recently for the 2006 arena production of the boy from oz']",kirk designed the costumes for the [MASK] most recently for the 2006 arena production of the boy from oz,kirk designs costumes for the [MASK] most recently for the 2006 arena production of the boy from oz,
877,Emil von Reznicek,[X] plays [Y] music .,opera,Ritter Blaubart (Knight Bluebeard) is a fairy-tale [MASK] (German: Märchenoper) in three acts by the Austrian composer Emil Nikolaus von Reznicek.,Ritter Blaubart (Knight Bluebeard) is a fairy-tale opera (German: Märchenoper) in three acts by the Austrian composer Emil Nikolaus von Reznicek.,"['ritter blaubart knight bluebeard is a fairy tale opera german by austrian composer emil nikolaus von reznicek in three acts', 'ritter blaubart knight bluebeard is a fairy-tale opera german by the austrian composer emil nikolaus von reznicek in three acts', 'ritter blaubart knight bluebeard is a fairy-tale opera in three acts by the austrian composer emil nikolaus von reznicek']",ritter blaubart knight bluebeard is a fairy tale [MASK] german by austrian composer emil nikolaus von reznicek in three acts,ritter blaubart knight bluebeard is a fairy-tale [MASK] german by the austrian composer emil nikolaus von reznicek in three acts,ritter blaubart knight bluebeard is a fairy-tale [MASK] in three acts by the austrian composer emil nikolaus von reznicek
878,Giovanni Battista Sammartini,[X] plays [Y] music .,symphony,Of particular importance in the collection are 25 [MASK] by Antonio Brioschi and several early symphonies by Giovanni Battista Sammartini.,Of particular importance in the collection are 25 symphony by Antonio Brioschi and several early symphonies by Giovanni Battista Sammartini.,"['in the collection 25 symphonies by antonio brioschi and several early symphonies by giovanni battista sammartini are of particular significance', 'in particular the collection includes 25 symphonies by antonio brioschi and several early symphonies by giovanni battista sammartini', 'of particular importance in the collection are 25 symphonies by antonio brioschi and several early symphonies by giovanni battista sammartini']",in the collection 25 symphonies by antonio brioschi and several early symphonies by giovanni battista sammartini are of particular significance,in particular the collection includes 25 symphonies by antonio brioschi and several early symphonies by giovanni battista sammartini,of particular importance in the collection are 25 symphonies by antonio brioschi and several early symphonies by giovanni battista sammartini
879,Sherrill Milnes,[X] plays [Y] music .,opera,"During its 70-year-plus history, the NYCO has helped launch the careers of many great [MASK] singers including Beverly Sills, Sherrill Milnes, Plácido Domingo, Maralin Niska, Carol Vaness, José Carreras, Shirley Verrett, Tatiana Troyanos, Jerry Hadley, Catherine Malfitano, Samuel Ramey, and Gianna Rolandi.","During its 70-year-plus history, the NYCO has helped launch the careers of many great opera singers including Beverly Sills, Sherrill Milnes, Plácido Domingo, Maralin Niska, Carol Vaness, José Carreras, Shirley Verrett, Tatiana Troyanos, Jerry Hadley, Catherine Malfitano, Samuel Ramey, and Gianna Rolandi.",['during its 70-year history the nyco has helped launch the careers of many great opera singers including gianna rolandi sharon jones sherrill milnes plcido domingo maral'],during its 70-year history the nyco has helped launch the careers of many great [MASK] singers including gianna rolandi sharon jones sherrill milnes plcido domingo maral,,
880,Bama State Collegians,[X] plays [Y] music .,jazz,The Bama State Collegians is a student [MASK] orchestra made up of students at Alabama State University.,The Bama State Collegians is a student jazz orchestra made up of students at Alabama State University.,['the bama state collegians is a student jazz orchestra made up of students at alabama state university'],the bama state collegians is a student jazz [MASK] made up of students at alabama state university,,
