,answers,original,parrot_0,parrot_1,parrot_2
10,microsoft,"[{'token': 'it', 'score': 0.672}, {'token': 'atari', 'score': 0.012}, {'token': 'oracle', 'score': 0.008}, {'token': 'sage', 'score': 0.005}, {'token': 'they', 'score': 0.005}, {'token': 'ibm', 'score': 0.005}, {'token': 'intel', 'score': 0.004}, {'token': 'microsoft', 'score': 0.004}, {'token': 'apple', 'score': 0.004}, {'token': 'ti', 'score': 0.004}, {'token': 'ace', 'score': 0.003}, {'token': 'dec', 'score': 0.003}, {'token': 'access', 'score': 0.003}, {'token': 'apollo', 'score': 0.002}, {'token': 'software', 'score': 0.002}]","[{'token': 'it', 'score': 0.794}, {'token': 'atari', 'score': 0.005}, {'token': 'ibm', 'score': 0.004}, {'token': 'they', 'score': 0.003}, {'token': 'oracle', 'score': 0.003}, {'token': 'ace', 'score': 0.003}, {'token': 'sage', 'score': 0.003}, {'token': 'microsoft', 'score': 0.003}, {'token': 'apple', 'score': 0.002}, {'token': 'ti', 'score': 0.002}, {'token': 'dec', 'score': 0.002}, {'token': 'intel', 'score': 0.002}, {'token': 'access', 'score': 0.002}, {'token': 'he', 'score': 0.001}, {'token': 'nec', 'score': 0.001}]","[{'token': 'it', 'score': 0.816}, {'token': 'atari', 'score': 0.005}, {'token': 'ibm', 'score': 0.004}, {'token': 'oracle', 'score': 0.003}, {'token': 'microsoft', 'score': 0.003}, {'token': 'ace', 'score': 0.003}, {'token': 'they', 'score': 0.003}, {'token': 'sage', 'score': 0.003}, {'token': 'ti', 'score': 0.002}, {'token': 'apple', 'score': 0.002}, {'token': 'intel', 'score': 0.002}, {'token': 'dec', 'score': 0.002}, {'token': 'nec', 'score': 0.001}, {'token': 'access', 'score': 0.001}, {'token': 'atlas', 'score': 0.001}]","[{'token': 'it', 'score': 0.784}, {'token': 'atari', 'score': 0.008}, {'token': 'oracle', 'score': 0.004}, {'token': 'sage', 'score': 0.004}, {'token': 'they', 'score': 0.004}, {'token': 'intel', 'score': 0.004}, {'token': 'ibm', 'score': 0.004}, {'token': 'microsoft', 'score': 0.003}, {'token': 'apple', 'score': 0.003}, {'token': 'ace', 'score': 0.003}, {'token': 'ti', 'score': 0.003}, {'token': 'access', 'score': 0.002}, {'token': 'allen', 'score': 0.002}, {'token': 'he', 'score': 0.002}, {'token': 'insight', 'score': 0.002}]"
11,microsoft,"[{'token': 'espn', 'score': 0.209}, {'token': 'microsoft', 'score': 0.196}, {'token': 'nike', 'score': 0.067}, {'token': 'google', 'score': 0.066}, {'token': 'nascar', 'score': 0.062}, {'token': 'pepsi', 'score': 0.034}, {'token': 'boeing', 'score': 0.03}, {'token': 'facebook', 'score': 0.027}, {'token': 'disney', 'score': 0.026}, {'token': 'nbc', 'score': 0.017}, {'token': 'twitter', 'score': 0.016}, {'token': 'yahoo', 'score': 0.015}, {'token': 'mlb', 'score': 0.015}, {'token': 'wwe', 'score': 0.011}, {'token': 'cbs', 'score': 0.01}]","[{'token': 'microsoft', 'score': 0.3}, {'token': 'google', 'score': 0.099}, {'token': 'espn', 'score': 0.088}, {'token': 'nike', 'score': 0.061}, {'token': 'disney', 'score': 0.041}, {'token': 'nascar', 'score': 0.035}, {'token': 'boeing', 'score': 0.031}, {'token': 'sprint', 'score': 0.015}, {'token': 'pepsi', 'score': 0.015}, {'token': 'facebook', 'score': 0.014}, {'token': 'apple', 'score': 0.014}, {'token': 'nfl', 'score': 0.013}, {'token': 'yahoo', 'score': 0.012}, {'token': 'ibm', 'score': 0.011}, {'token': 'gm', 'score': 0.01}]","[{'token': '.', 'score': 0.978}, {'token': ';', 'score': 0.019}, {'token': '|', 'score': 0.001}, {'token': '?', 'score': 0.001}, {'token': '!', 'score': 0.001}, {'token': '...', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': '。', 'score': 0.0}, {'token': 'facebook', 'score': 0.0}, {'token': '##¦', 'score': 0.0}, {'token': 'yahoo', 'score': 0.0}, {'token': 'twitter', 'score': 0.0}, {'token': ',', 'score': 0.0}, {'token': 'youtube', 'score': 0.0}, {'token': ""'"", 'score': 0.0}]","[{'token': '.', 'score': 0.98}, {'token': ';', 'score': 0.016}, {'token': '|', 'score': 0.002}, {'token': '?', 'score': 0.001}, {'token': '!', 'score': 0.001}, {'token': '...', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': 'facebook', 'score': 0.0}, {'token': '。', 'score': 0.0}, {'token': '##¦', 'score': 0.0}, {'token': 'youtube', 'score': 0.0}, {'token': 'yahoo', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': 'espn', 'score': 0.0}, {'token': 'twitter', 'score': 0.0}]"
12,victoria,"[{'token': 'victoria', 'score': 0.174}, {'token': 'gladstone', 'score': 0.156}, {'token': 'akbar', 'score': 0.047}, {'token': 'gandhi', 'score': 0.041}, {'token': 'napoleon', 'score': 0.033}, {'token': 'alexander', 'score': 0.026}, {'token': 'bismarck', 'score': 0.022}, {'token': 'ali', 'score': 0.015}, {'token': 'edward', 'score': 0.013}, {'token': 'tata', 'score': 0.009}, {'token': 'chamberlain', 'score': 0.008}, {'token': 'meiji', 'score': 0.008}, {'token': 'nehru', 'score': 0.008}, {'token': 'ismail', 'score': 0.007}, {'token': 'william', 'score': 0.007}]",,,
13,bbc,"[{'token': 'eurovision', 'score': 0.104}, {'token': 'home', 'score': 0.104}, {'token': 'christmas', 'score': 0.066}, {'token': 'rehearsals', 'score': 0.048}, {'token': 'concerts', 'score': 0.026}, {'token': 'concert', 'score': 0.025}, {'token': 'gigs', 'score': 0.025}, {'token': 'night', 'score': 0.023}, {'token': 'rehearsal', 'score': 0.019}, {'token': 'work', 'score': 0.018}, {'token': 'woodstock', 'score': 0.017}, {'token': 'length', 'score': 0.014}, {'token': 'live', 'score': 0.013}, {'token': 'wembley', 'score': 0.011}, {'token': 'leeds', 'score': 0.011}]",,,
14,google,"[{'token': 'microsoft', 'score': 0.171}, {'token': 'google', 'score': 0.104}, {'token': 'advertising', 'score': 0.064}, {'token': 'disney', 'score': 0.037}, {'token': 'amazon', 'score': 0.018}, {'token': 'sony', 'score': 0.017}, {'token': 'apple', 'score': 0.017}, {'token': 'ibm', 'score': 0.017}, {'token': 'marketing', 'score': 0.016}, {'token': 'business', 'score': 0.015}, {'token': 'pharmaceutical', 'score': 0.014}, {'token': 'airline', 'score': 0.012}, {'token': 'wwe', 'score': 0.012}, {'token': 'mtv', 'score': 0.012}, {'token': 'nasa', 'score': 0.01}]","[{'token': 'advertising', 'score': 0.111}, {'token': 'microsoft', 'score': 0.076}, {'token': 'marketing', 'score': 0.048}, {'token': 'business', 'score': 0.038}, {'token': 'google', 'score': 0.029}, {'token': 'disney', 'score': 0.026}, {'token': 'fashion', 'score': 0.019}, {'token': 'television', 'score': 0.018}, {'token': 'pharmaceutical', 'score': 0.016}, {'token': 'airline', 'score': 0.016}, {'token': 'mtv', 'score': 0.016}, {'token': 'media', 'score': 0.014}, {'token': 'industry', 'score': 0.012}, {'token': 'amazon', 'score': 0.011}, {'token': 'cosmetics', 'score': 0.01}]","[{'token': 'advertising', 'score': 0.108}, {'token': 'microsoft', 'score': 0.092}, {'token': 'disney', 'score': 0.039}, {'token': 'google', 'score': 0.038}, {'token': 'business', 'score': 0.036}, {'token': 'marketing', 'score': 0.034}, {'token': 'television', 'score': 0.02}, {'token': 'airline', 'score': 0.017}, {'token': 'mtv', 'score': 0.016}, {'token': 'media', 'score': 0.015}, {'token': 'cnn', 'score': 0.013}, {'token': 'pharmaceutical', 'score': 0.012}, {'token': 'industry', 'score': 0.012}, {'token': 'wwe', 'score': 0.011}, {'token': 'fashion', 'score': 0.011}]",
15,apple,"[{'token': '.', 'score': 0.899}, {'token': ';', 'score': 0.094}, {'token': '?', 'score': 0.004}, {'token': '!', 'score': 0.001}, {'token': '|', 'score': 0.001}, {'token': '।', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': 'safari', 'score': 0.0}, {'token': 'kenya', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': 'ft', 'score': 0.0}, {'token': '[unk]', 'score': 0.0}, {'token': 'trident', 'score': 0.0}]",,,
16,cbs,"[{'token': 'cbs', 'score': 0.995}, {'token': 'nbc', 'score': 0.002}, {'token': 'abc', 'score': 0.002}, {'token': 'fox', 'score': 0.001}, {'token': 'cnn', 'score': 0.0}, {'token': 'npr', 'score': 0.0}, {'token': 'pbs', 'score': 0.0}, {'token': 'he', 'score': 0.0}, {'token': 'espn', 'score': 0.0}, {'token': 'broadcast', 'score': 0.0}, {'token': 'it', 'score': 0.0}, {'token': 'letterman', 'score': 0.0}, {'token': 'they', 'score': 0.0}, {'token': 'turner', 'score': 0.0}, {'token': 'hbo', 'score': 0.0}]","[{'token': 'cbs', 'score': 0.355}, {'token': 'abc', 'score': 0.263}, {'token': 'nbc', 'score': 0.249}, {'token': 'fox', 'score': 0.044}, {'token': 'cnn', 'score': 0.008}, {'token': 'they', 'score': 0.004}, {'token': 'npr', 'score': 0.004}, {'token': 'rogers', 'score': 0.004}, {'token': 'management', 'score': 0.003}, {'token': 'he', 'score': 0.003}, {'token': 'pbs', 'score': 0.003}, {'token': 'espn', 'score': 0.003}, {'token': 'disney', 'score': 0.003}, {'token': 'nielsen', 'score': 0.003}, {'token': 'stern', 'score': 0.002}]","[{'token': 'cbs', 'score': 0.974}, {'token': 'abc', 'score': 0.013}, {'token': 'fox', 'score': 0.006}, {'token': 'nbc', 'score': 0.005}, {'token': 'paramount', 'score': 0.0}, {'token': 'columbia', 'score': 0.0}, {'token': 'world', 'score': 0.0}, {'token': 'network', 'score': 0.0}, {'token': 'global', 'score': 0.0}, {'token': 'headline', 'score': 0.0}, {'token': 'universal', 'score': 0.0}, {'token': 'gma', 'score': 0.0}, {'token': 'breaking', 'score': 0.0}, {'token': '5', 'score': 0.0}, {'token': 'star', 'score': 0.0}]",
17,elle,"[{'token': 'playboy', 'score': 0.242}, {'token': 'vogue', 'score': 0.09}, {'token': 'newsweek', 'score': 0.073}, {'token': 'cosmopolitan', 'score': 0.025}, {'token': 'penthouse', 'score': 0.022}, {'token': 'maxim', 'score': 0.02}, {'token': 'elle', 'score': 0.014}, {'token': 'jet', 'score': 0.014}, {'token': 'magazine', 'score': 0.014}, {'token': 'fortune', 'score': 0.011}, {'token': 'portfolio', 'score': 0.008}, {'token': 'interview', 'score': 0.008}, {'token': 'discover', 'score': 0.007}, {'token': 'time', 'score': 0.007}, {'token': 'stern', 'score': 0.007}]","[{'token': '.', 'score': 0.876}, {'token': ';', 'score': 0.059}, {'token': '!', 'score': 0.046}, {'token': '?', 'score': 0.014}, {'token': '|', 'score': 0.003}, {'token': '...', 'score': 0.0}, {'token': 'magazine', 'score': 0.0}, {'token': 'paperback', 'score': 0.0}, {'token': '""', 'score': 0.0}, {'token': '！', 'score': 0.0}, {'token': 'television', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': 'french', 'score': 0.0}, {'token': 'american', 'score': 0.0}]",,
18,microsoft,"[{'token': 'microsoft', 'score': 0.987}, {'token': 'nokia', 'score': 0.009}, {'token': 'sprint', 'score': 0.001}, {'token': 'windows', 'score': 0.0}, {'token': 'sony', 'score': 0.0}, {'token': 'apple', 'score': 0.0}, {'token': 'samsung', 'score': 0.0}, {'token': 'xbox', 'score': 0.0}, {'token': 'bing', 'score': 0.0}, {'token': 'intel', 'score': 0.0}, {'token': 'google', 'score': 0.0}, {'token': 'company', 'score': 0.0}, {'token': 'ibm', 'score': 0.0}, {'token': 'valve', 'score': 0.0}, {'token': 'yahoo', 'score': 0.0}]","[{'token': 'microsoft', 'score': 0.946}, {'token': 'nokia', 'score': 0.012}, {'token': 'google', 'score': 0.003}, {'token': 'sony', 'score': 0.003}, {'token': 'samsung', 'score': 0.003}, {'token': 'apple', 'score': 0.002}, {'token': 'sprint', 'score': 0.002}, {'token': 'ibm', 'score': 0.001}, {'token': 'intel', 'score': 0.001}, {'token': 'bt', 'score': 0.001}, {'token': 'sap', 'score': 0.001}, {'token': 'windows', 'score': 0.001}, {'token': 'virgin', 'score': 0.001}, {'token': 'yahoo', 'score': 0.001}, {'token': 'dell', 'score': 0.001}]",,
19,apple,"[{'token': 'apple', 'score': 0.981}, {'token': 'intel', 'score': 0.007}, {'token': 'microsoft', 'score': 0.003}, {'token': 'hp', 'score': 0.003}, {'token': 'ibm', 'score': 0.001}, {'token': 'motorola', 'score': 0.001}, {'token': 'company', 'score': 0.0}, {'token': 'sony', 'score': 0.0}, {'token': 'dell', 'score': 0.0}, {'token': 'google', 'score': 0.0}, {'token': 'nintendo', 'score': 0.0}, {'token': 'former', 'score': 0.0}, {'token': 'blackberry', 'score': 0.0}, {'token': 'ipod', 'score': 0.0}, {'token': 'dec', 'score': 0.0}]","[{'token': 'apple', 'score': 0.723}, {'token': 'hp', 'score': 0.066}, {'token': 'power', 'score': 0.038}, {'token': 'ipod', 'score': 0.031}, {'token': 'ibm', 'score': 0.021}, {'token': 'orange', 'score': 0.019}, {'token': 'atari', 'score': 0.01}, {'token': 'original', 'score': 0.008}, {'token': 'new', 'score': 0.007}, {'token': 'alpha', 'score': 0.004}, {'token': 'first', 'score': 0.003}, {'token': 'mac', 'score': 0.003}, {'token': 'ipad', 'score': 0.003}, {'token': 'newton', 'score': 0.002}, {'token': 'bbc', 'score': 0.002}]","[{'token': 'apple', 'score': 0.691}, {'token': 'hp', 'score': 0.067}, {'token': 'power', 'score': 0.045}, {'token': 'orange', 'score': 0.028}, {'token': 'ipod', 'score': 0.026}, {'token': 'ibm', 'score': 0.023}, {'token': 'new', 'score': 0.01}, {'token': 'atari', 'score': 0.01}, {'token': 'original', 'score': 0.007}, {'token': 'alpha', 'score': 0.005}, {'token': 'first', 'score': 0.004}, {'token': 'mac', 'score': 0.003}, {'token': 'newton', 'score': 0.003}, {'token': 'ipad', 'score': 0.002}, {'token': 'electric', 'score': 0.002}]","[{'token': 'microsoft', 'score': 0.253}, {'token': 'ibm', 'score': 0.19}, {'token': 'apple', 'score': 0.147}, {'token': 'sony', 'score': 0.105}, {'token': 'intel', 'score': 0.042}, {'token': 'dell', 'score': 0.037}, {'token': 'hp', 'score': 0.035}, {'token': 'nintendo', 'score': 0.015}, {'token': 'dec', 'score': 0.012}, {'token': 'motorola', 'score': 0.012}, {'token': 'atari', 'score': 0.009}, {'token': 'sega', 'score': 0.006}, {'token': 'rca', 'score': 0.006}, {'token': 'ford', 'score': 0.005}, {'token': 'ge', 'score': 0.005}]"
20,apple,"[{'token': 'apple', 'score': 0.994}, {'token': 'microsoft', 'score': 0.003}, {'token': 'intel', 'score': 0.001}, {'token': 'byte', 'score': 0.0}, {'token': 'mac', 'score': 0.0}, {'token': 'ibm', 'score': 0.0}, {'token': 'dec', 'score': 0.0}, {'token': 'macintosh', 'score': 0.0}, {'token': 'motorola', 'score': 0.0}, {'token': 'hp', 'score': 0.0}, {'token': 'dell', 'score': 0.0}, {'token': 'mit', 'score': 0.0}, {'token': 'disney', 'score': 0.0}, {'token': 'google', 'score': 0.0}, {'token': 'nintendo', 'score': 0.0}]","[{'token': 'intel', 'score': 0.452}, {'token': 'windows', 'score': 0.106}, {'token': 'linux', 'score': 0.065}, {'token': 'android', 'score': 0.031}, {'token': 'unix', 'score': 0.03}, {'token': 'server', 'score': 0.026}, {'token': 'java', 'score': 0.016}, {'token': 'arm', 'score': 0.012}, {'token': 'notebook', 'score': 0.011}, {'token': 'software', 'score': 0.01}, {'token': 'desktop', 'score': 0.008}, {'token': 'ibm', 'score': 0.008}, {'token': 'gui', 'score': 0.008}, {'token': 'palm', 'score': 0.007}, {'token': 'usb', 'score': 0.007}]","[{'token': 'intel', 'score': 0.431}, {'token': 'windows', 'score': 0.098}, {'token': 'linux', 'score': 0.047}, {'token': 'unix', 'score': 0.035}, {'token': 'server', 'score': 0.025}, {'token': 'android', 'score': 0.023}, {'token': 'java', 'score': 0.014}, {'token': 'pc', 'score': 0.013}, {'token': 'software', 'score': 0.012}, {'token': 'notebook', 'score': 0.012}, {'token': 'ibm', 'score': 0.01}, {'token': 'arm', 'score': 0.01}, {'token': 'desktop', 'score': 0.009}, {'token': 'power', 'score': 0.008}, {'token': 'palm', 'score': 0.007}]",
21,ibm,"[{'token': 'tu', 'score': 0.884}, {'token': 'fc', 'score': 0.017}, {'token': 'ibm', 'score': 0.016}, {'token': 'team', 'score': 0.006}, {'token': 'lake', 'score': 0.004}, {'token': 'sigma', 'score': 0.004}, {'token': 'university', 'score': 0.003}, {'token': 'fu', 'score': 0.003}, {'token': 'the', 'score': 0.002}, {'token': 'one', 'score': 0.002}, {'token': 'cu', 'score': 0.002}, {'token': 'canton', 'score': 0.002}, {'token': 'telecom', 'score': 0.001}, {'token': 'ing', 'score': 0.001}, {'token': 'sp', 'score': 0.001}]",,,
22,ibm,"[{'token': 'tu', 'score': 0.884}, {'token': 'fc', 'score': 0.017}, {'token': 'ibm', 'score': 0.016}, {'token': 'team', 'score': 0.006}, {'token': 'lake', 'score': 0.004}, {'token': 'sigma', 'score': 0.004}, {'token': 'university', 'score': 0.003}, {'token': 'fu', 'score': 0.003}, {'token': 'the', 'score': 0.002}, {'token': 'one', 'score': 0.002}, {'token': 'cu', 'score': 0.002}, {'token': 'canton', 'score': 0.002}, {'token': 'telecom', 'score': 0.001}, {'token': 'ing', 'score': 0.001}, {'token': 'sp', 'score': 0.001}]",,,
23,intel,"[{'token': 'intel', 'score': 0.041}, {'token': 'ge', 'score': 0.033}, {'token': 'valve', 'score': 0.027}, {'token': 'google', 'score': 0.019}, {'token': 'tesla', 'score': 0.017}, {'token': 'canon', 'score': 0.017}, {'token': 'ibm', 'score': 0.017}, {'token': 'hp', 'score': 0.016}, {'token': 'bell', 'score': 0.012}, {'token': 'apple', 'score': 0.01}, {'token': 'boeing', 'score': 0.008}, {'token': 'sprint', 'score': 0.007}, {'token': 'samsung', 'score': 0.007}, {'token': 'bayer', 'score': 0.006}, {'token': 'amazon', 'score': 0.006}]",,,
24,nintendo,"[{'token': 'nintendo', 'score': 0.705}, {'token': 'capcom', 'score': 0.163}, {'token': 'sega', 'score': 0.104}, {'token': 'microsoft', 'score': 0.003}, {'token': 'rare', 'score': 0.002}, {'token': 'sony', 'score': 0.002}, {'token': 'japan', 'score': 0.002}, {'token': 'square', 'score': 0.001}, {'token': 'playstation', 'score': 0.001}, {'token': 'engine', 'score': 0.001}, {'token': 'mario', 'score': 0.001}, {'token': 'midway', 'score': 0.001}, {'token': 'ea', 'score': 0.001}, {'token': 'ign', 'score': 0.001}, {'token': 'sonic', 'score': 0.001}]","[{'token': 'nintendo', 'score': 0.708}, {'token': 'capcom', 'score': 0.171}, {'token': 'sega', 'score': 0.1}, {'token': 'microsoft', 'score': 0.004}, {'token': 'rare', 'score': 0.002}, {'token': 'sony', 'score': 0.002}, {'token': 'playstation', 'score': 0.001}, {'token': 'japan', 'score': 0.001}, {'token': 'square', 'score': 0.001}, {'token': 'ea', 'score': 0.001}, {'token': 'ign', 'score': 0.001}, {'token': 'mario', 'score': 0.001}, {'token': 'engine', 'score': 0.0}, {'token': 'sonic', 'score': 0.0}, {'token': 'game', 'score': 0.0}]","[{'token': 'nintendo', 'score': 0.705}, {'token': 'capcom', 'score': 0.172}, {'token': 'sega', 'score': 0.1}, {'token': 'microsoft', 'score': 0.004}, {'token': 'rare', 'score': 0.002}, {'token': 'square', 'score': 0.002}, {'token': 'sony', 'score': 0.002}, {'token': 'japan', 'score': 0.001}, {'token': 'playstation', 'score': 0.001}, {'token': 'ea', 'score': 0.001}, {'token': 'sonic', 'score': 0.0}, {'token': 'mario', 'score': 0.0}, {'token': 'midway', 'score': 0.0}, {'token': 'ign', 'score': 0.0}, {'token': 'nes', 'score': 0.0}]","[{'token': 'nintendo', 'score': 0.736}, {'token': 'capcom', 'score': 0.138}, {'token': 'sega', 'score': 0.103}, {'token': 'microsoft', 'score': 0.005}, {'token': 'rare', 'score': 0.002}, {'token': 'sony', 'score': 0.002}, {'token': 'square', 'score': 0.001}, {'token': 'japan', 'score': 0.001}, {'token': 'playstation', 'score': 0.001}, {'token': 'ea', 'score': 0.001}, {'token': 'sonic', 'score': 0.0}, {'token': 'mario', 'score': 0.0}, {'token': 'ign', 'score': 0.0}, {'token': 'engine', 'score': 0.0}, {'token': 'midway', 'score': 0.0}]"
25,bbc,"[{'token': 'british', 'score': 0.348}, {'token': 'bbc', 'score': 0.304}, {'token': 'uk', 'score': 0.151}, {'token': 'major', 'score': 0.049}, {'token': 'independent', 'score': 0.01}, {'token': 'english', 'score': 0.009}, {'token': 'original', 'score': 0.007}, {'token': 'commercial', 'score': 0.006}, {'token': 'professional', 'score': 0.005}, {'token': 'ever', 'score': 0.005}, {'token': 'television', 'score': 0.004}, {'token': 'tv', 'score': 0.004}, {'token': 'live', 'score': 0.004}, {'token': 'london', 'score': 0.004}, {'token': 'australian', 'score': 0.004}]","[{'token': 'air', 'score': 0.35}, {'token': '.', 'score': 0.315}, {'token': '!', 'score': 0.084}, {'token': 'week', 'score': 0.031}, {'token': 'day', 'score': 0.021}, {'token': 'hour', 'score': 0.015}, {'token': 'times', 'score': 0.007}, {'token': ';', 'score': 0.006}, {'token': 'future', 'score': 0.005}, {'token': 'year', 'score': 0.005}, {'token': 'show', 'score': 0.005}, {'token': 'series', 'score': 0.004}, {'token': 'forum', 'score': 0.004}, {'token': 'sun', 'score': 0.004}, {'token': 'time', 'score': 0.004}]","[{'token': 'london', 'score': 0.126}, {'token': 'radio', 'score': 0.121}, {'token': 'comedy', 'score': 0.094}, {'token': 'television', 'score': 0.081}, {'token': 'drama', 'score': 0.053}, {'token': 'birmingham', 'score': 0.023}, {'token': 'riverside', 'score': 0.023}, {'token': 'tv', 'score': 0.014}, {'token': 'broadcast', 'score': 0.011}, {'token': 'broadcasting', 'score': 0.008}, {'token': 'bbc', 'score': 0.007}, {'token': 'recording', 'score': 0.007}, {'token': 'stratford', 'score': 0.007}, {'token': 'central', 'score': 0.007}, {'token': 'sound', 'score': 0.007}]","[{'token': 'radio', 'score': 0.147}, {'token': 'london', 'score': 0.132}, {'token': 'comedy', 'score': 0.082}, {'token': 'television', 'score': 0.062}, {'token': 'drama', 'score': 0.045}, {'token': 'birmingham', 'score': 0.024}, {'token': 'riverside', 'score': 0.018}, {'token': 'broadcast', 'score': 0.013}, {'token': 'recording', 'score': 0.01}, {'token': 'broadcasting', 'score': 0.01}, {'token': 'tv', 'score': 0.01}, {'token': 'bbc', 'score': 0.008}, {'token': 'sound', 'score': 0.008}, {'token': 'basement', 'score': 0.007}, {'token': 'studio', 'score': 0.007}]"
26,bbc,"[{'token': 'community', 'score': 0.159}, {'token': 'independent', 'score': 0.154}, {'token': 'national', 'score': 0.062}, {'token': 'local', 'score': 0.054}, {'token': 'amateur', 'score': 0.051}, {'token': 'sports', 'score': 0.04}, {'token': 'commercial', 'score': 0.035}, {'token': 'pirate', 'score': 0.03}, {'token': 'bbc', 'score': 0.027}, {'token': 'college', 'score': 0.022}, {'token': 'youth', 'score': 0.02}, {'token': 'public', 'score': 0.017}, {'token': 'regional', 'score': 0.015}, {'token': 'internet', 'score': 0.014}, {'token': 'club', 'score': 0.014}]",,,
27,bbc,"[{'token': 'television', 'score': 0.487}, {'token': 'bbc', 'score': 0.255}, {'token': 'tv', 'score': 0.202}, {'token': 'itv', 'score': 0.025}, {'token': 'british', 'score': 0.008}, {'token': 'radio', 'score': 0.002}, {'token': 'mtv', 'score': 0.002}, {'token': 'rte', 'score': 0.001}, {'token': 'uk', 'score': 0.001}, {'token': 'youtube', 'score': 0.001}, {'token': 'documentary', 'score': 0.001}, {'token': 'popular', 'score': 0.001}, {'token': 'reality', 'score': 0.001}, {'token': 'pbs', 'score': 0.001}, {'token': 'discovery', 'score': 0.001}]",,,
28,google,"[{'token': 'bbc', 'score': 0.671}, {'token': 'cnn', 'score': 0.029}, {'token': 'itv', 'score': 0.027}, {'token': 'nato', 'score': 0.025}, {'token': 'britain', 'score': 0.019}, {'token': 'rte', 'score': 0.018}, {'token': 'cameron', 'score': 0.015}, {'token': 'bp', 'score': 0.013}, {'token': 'unesco', 'score': 0.013}, {'token': 'unicef', 'score': 0.012}, {'token': 'harper', 'score': 0.008}, {'token': 'ireland', 'score': 0.007}, {'token': 'cbs', 'score': 0.006}, {'token': 'bt', 'score': 0.006}, {'token': 'guardian', 'score': 0.004}]",,,
29,bbc,"[{'token': 'famous', 'score': 0.151}, {'token': 'popular', 'score': 0.147}, {'token': 'late', 'score': 0.104}, {'token': 'former', 'score': 0.037}, {'token': 'pioneering', 'score': 0.035}, {'token': 'british', 'score': 0.03}, {'token': 'renowned', 'score': 0.024}, {'token': 'famed', 'score': 0.023}, {'token': 'noted', 'score': 0.023}, {'token': 'legendary', 'score': 0.021}, {'token': 'prominent', 'score': 0.021}, {'token': 'veteran', 'score': 0.02}, {'token': 'celebrated', 'score': 0.017}, {'token': 'local', 'score': 0.017}, {'token': 'bbc', 'score': 0.016}]","[{'token': 'popular', 'score': 0.117}, {'token': 'late', 'score': 0.113}, {'token': 'famous', 'score': 0.097}, {'token': 'former', 'score': 0.053}, {'token': 'british', 'score': 0.046}, {'token': 'bbc', 'score': 0.045}, {'token': 'pioneering', 'score': 0.033}, {'token': 'noted', 'score': 0.027}, {'token': 'renowned', 'score': 0.023}, {'token': 'veteran', 'score': 0.019}, {'token': 'pioneer', 'score': 0.019}, {'token': 'scottish', 'score': 0.018}, {'token': 'local', 'score': 0.017}, {'token': 'prominent', 'score': 0.015}, {'token': 'english', 'score': 0.014}]",,
30,bbc,"[{'token': 'radio', 'score': 0.222}, {'token': 'the', 'score': 0.17}, {'token': 'fellow', 'score': 0.079}, {'token': 'bbc', 'score': 0.077}, {'token': 'television', 'score': 0.072}, {'token': 'australian', 'score': 0.057}, {'token': 'sports', 'score': 0.044}, {'token': 'british', 'score': 0.023}, {'token': 'american', 'score': 0.017}, {'token': 'tv', 'score': 0.016}, {'token': 'former', 'score': 0.014}, {'token': 'canadian', 'score': 0.012}, {'token': 'english', 'score': 0.008}, {'token': 'abc', 'score': 0.006}, {'token': 'irish', 'score': 0.006}]","[{'token': 'the', 'score': 0.281}, {'token': 'radio', 'score': 0.15}, {'token': 'bbc', 'score': 0.107}, {'token': 'fellow', 'score': 0.083}, {'token': 'television', 'score': 0.054}, {'token': 'sports', 'score': 0.035}, {'token': 'australian', 'score': 0.029}, {'token': 'british', 'score': 0.022}, {'token': 'tv', 'score': 0.016}, {'token': 'american', 'score': 0.013}, {'token': 'former', 'score': 0.012}, {'token': 'canadian', 'score': 0.008}, {'token': 'english', 'score': 0.008}, {'token': 'irish', 'score': 0.005}, {'token': 'abc', 'score': 0.005}]",,
