pred,obj_label,masked_sentence
IsA,containers,Bags are [MASK].
IsA,animal,Crab is [MASK].
IsA,acronym,"CAD/CAM is the [MASK] or abbreviation for Computer-Aided Design and Computer-Aided Manufacturing;  it typically is an adjective describing software and hardward used to design things, and improve manufacturing operations by using computer design tools."
IsA,savoury,Marmite is [MASK].
IsA,hypocrites,A human is a kind of [MASK].
IsA,commonly,Crumbs are [MASK] eaten by pigeons.
IsA,drink,A person would not normally [MASK] champagne in a library.
IsA,liars,MozillaQuest are [MASK].
IsA,weapon,A handgun is a dangerous [MASK].
IsA,car,"To understand the event ""Sally drove her daughter to the mall."", it is important to know that sally perhaps drove a sedan [MASK]."
IsA,word,Cab is another [MASK] for taxi.
IsA,perennials,Trees are [MASK].
IsA,helical,A coil has a [MASK] shape.
IsA,celebrities,People who mention [MASK] to AI programs are idiots.
IsA,boardgame,Go is a [MASK].
IsA,animal,A rhinoceros is a huge [MASK] that has one or two horn-like spikes on its head.
IsA,country,Situation: norway is a [MASK].
IsA,symbols,Runes are [MASK] used in early alphbets.
IsA,organ,Skeleton is a kind of [MASK].
IsA,aircraft,Bombers are [MASK] that drop explosive devices called bombs.
IsA,animal,"The statement ""The common house fly is a small, flying insect"" helps answer the question ""Are are all [MASK] in a house mammals?""."
IsA,vegetables,"Another way to say ""Cucumbers are [MASK]."" is ""one variety of vegetable is a cucumber""."
IsA,conductor,Gold is a [MASK].
IsA,vegetables,Parsnips are [MASK].
IsA,emotion,Saddness is an [MASK].
IsA,boundary,Wall is a type of [MASK].
IsA,gland,Some people suffer from disorders of the pituitary [MASK].
IsA,cocaine,[MASK] is part of PIJA Y MERCA.
IsA,qualities,Attributes are [MASK].
IsA,woodland,A taiga is a cold [MASK] or forest with evergreen trees.
IsA,tool,"Another way to say ""Computers are powerful tools."" is ""One powerful [MASK] is the machine called a computer.""."
IsA,calculators,Some people are [MASK].
IsA,company,Ericsson is a Swedish [MASK].
IsA,jacket,A hoodie is a kind of [MASK].
IsA,mammals,Goats are [MASK].
IsA,person,A vintner is a kind of [MASK].
IsA,country,Sweden is a [MASK].
IsA,belief,Bigotry is a type of [MASK].
IsA,robber,John is [MASK]. He robbed a bank. He is reach. .
IsA,machine,A refrigerator is a [MASK] that keeps food cold.
IsA,metal,Kinds of [MASK] : titanium.
IsA,plant,Calibrachoa is a [MASK].
IsA,season,"To understand the event ""The apple fell from the tree."", it is important to know that The [MASK] was either late summer or fall."
IsA,storm,"To understand the event ""During the thunderstorm lightning struck Pat's house."", it is important to know that people stay inside the house during a [MASK]."
IsA,meat,Some people can believe that eating [MASK] like hamburgers is bad for you.
IsA,year,"To understand the event ""John's birthday is coming soon.  John would like to have a birthday party."", it is important to know that a birthday comes the same day every [MASK]."
IsA,songwriter,Madonna is a [MASK].
IsA,homicide,[MASK] is used for murder.
IsA,human,Spiderman is a kind of [MASK].
IsA,condiment,Not all cultures or countries use ketchup as a [MASK] for food.
IsA,car,An estate is a type of [MASK].
IsA,vehicle,Van is a type of truck [MASK].
IsA,workout,You could watch an aerobics [MASK] video.
IsA,animals,Sheep is [MASK].
IsA,cartoon,Anime is a kind of [MASK].
IsA,jew,Jesus was a [MASK].
IsA,state,Vermont is a [MASK] in the United States of America.
IsA,monarchy,England is a [MASK].
IsA,aphrodisiac,Love is an [MASK].
IsA,game,A stick is used to play a [MASK] called hockey.
IsA,bears,Ursines are [MASK].
IsA,short,A nap is a [MASK] sleep during the day.
IsA,equines,Zebras are [MASK].
IsA,sense,Eating in a fast food restaurant is for When you have no [MASK] of taste.
IsA,person,[MASK] wants jesus.
IsA,item,A car is an [MASK] that needs to be replaced occasionally.
IsA,fastener,A latch is a kind of [MASK].
IsA,normally,"To understand the event ""Jill sent a letter to her mother."", it is important to know that child and mother [MASK] keep contact."
IsA,alias,Fionacat is an [MASK].
IsA,noise,Cheering is a [MASK].
IsA,state,Wyoming is a [MASK].
IsA,insects,Adult cicadas tend to be large [MASK] .
IsA,containers,Rooms are [MASK].
IsA,backcloth,A backdrop is a [MASK].
IsA,instrument,A guitare is an [MASK].
IsA,perrenial,Hosta is a [MASK].
IsA,stimulant,Caffiene is a [MASK].
IsA,spice,"The statement ""basil is used in many cuisines"" helps answer the question ""What is a common [MASK]?""."
IsA,spill,An overflow is a [MASK].
IsA,reptile,An alpaca is a type of [MASK].
IsA,judaism,Orthodox is a kind of [MASK].
IsA,weapon,"A pistol is a [MASK], that is held in the hand."
IsA,castle,[MASK] is royal home.
IsA,metal,Crampons are [MASK].
IsA,pets,Some people have dogs as [MASK].
IsA,solid,An icosahedron is a [MASK].
IsA,vegetables,"To understand the event ""Greg threw a tomato."", it is important to know that Tomatoes are [MASK]."
IsA,colleague,A supervisor is a [MASK].
IsA,music,"Types of [MASK] include jazz, rock, blues, classical."
IsA,ship,The Titanic was the largest passenger [MASK] in 1912.
IsA,science,Astronomy is star [MASK].
IsA,person,A [MASK] who designs landscapes is called a landscape architect.
IsA,stewing,Fricasseeing is a type of [MASK].
IsA,bird,An auk is a type of [MASK].
IsA,band,Situation: Metallica is a heavy metal [MASK].
IsA,also,Desert storms are [MASK] called sand storms.
IsA,movie,There is a [MASK] called Flatliners.
IsA,flatbread,Naan is a type of [MASK].
IsA,instrument,A percussion [MASK] is used to perform music.
IsA,images,"The statement ""Photography is the art or process of producing [MASK] on light-sensitive surfaces."" is true because Photography is the taking and processing of photographs."
IsA,people,"The statement ""Lawyers defend criminals in court."" is true because lawyers represent [MASK] who are dealing with the courts."
IsA,podiatrists,Some people are [MASK].
IsA,tool,A rasp is a type of [MASK].
IsA,band,Tool is a type of [MASK].
IsA,mess,The wolrd is a [MASK].
IsA,roll,A bagel is a [MASK].
IsA,honey,Honeycomb has comb [MASK].
IsA,pots,Kettles are [MASK].
IsA,gnat,Mosquito is [MASK].
IsA,drug,Dayquil is a [MASK].
IsA,university,Ashley is a [MASK].
IsA,sense,Seeing artifacts requires artifacts and the [MASK] of sight.
IsA,person,Kenny is a [MASK].
IsA,crystal,[MASK] is diamond.
IsA,puppets,Muppets are [MASK].
IsA,pasta,Spagetti is a kind of [MASK].
IsA,bird,A cockatoo is a [MASK].
IsA,book,An organiser is a type of [MASK]. .
IsA,machine,Clock is a kind of [MASK].
IsA,vegetable,Kohlrabi is a [MASK].
IsA,slimey,"The statement ""Slugs are [MASK] and no one wants to eat them."" helps answer the question ""do people like eating slime""."
IsA,megabytes,A gigabyte is a [MASK].
IsA,drifters,Some people are [MASK].
IsA,vessel,A bottle is a kind of [MASK].
IsA,drug,Hash is a [MASK].
IsA,animal,Turtle is related to shelled [MASK].
IsA,touch,"The statement ""People play music to relieve stress and to entertain themselves"" is true because music can [MASK] oneself emotionally."
IsA,noun,Cheese is a [MASK].
IsA,flatbread,Roti is a type of [MASK].
IsA,1000,The database is a [MASK].
IsA,fastener,A buckle is a kind of [MASK].
IsA,unsolvable,Some problems are [MASK].
IsA,matter,A mineral is a type of [MASK].
IsA,limbs,Wings are [MASK] used for flight.
IsA,area,Soho is an [MASK] in London.
IsA,store,A bakery is a [MASK] that sells baked goods.
IsA,buy,"The statement ""men often supplant egos with fast cars or boats"" is true because Some men who suffer from insecurities compensate [MASK] purchasing ostentatious items."
IsA,disease,Alchoholism is a [MASK].
IsA,jewel,Emerald is a type of [MASK].
IsA,place,Vineyard is a kind of [MASK].
IsA,candy,Fudge is a type of chocolate [MASK].
IsA,useful,"My computer is one billion times stupider than all the people that I know, but it does some [MASK] work for me."
IsA,movie,Misery is a [MASK] based on a Stephen King novel .
IsA,employee,A CEO is a type of [MASK].
IsA,spice,[MASK] is a type of pepper thyme.
IsA,metal,Tungsten is a [MASK].
IsA,magazine,SVM is a [MASK].
IsA,tools,Mops are [MASK].
IsA,bird,Jay is a [MASK].
IsA,color,"The statement ""Red, blue, green, yellow and red are all colors."" helps answer the question ""What is a [MASK]?""."
IsA,ball,[MASK] is related to globe shape.
IsA,island,Cyprus is an [MASK].
IsA,blowing,"To understand the event ""It was a windy day.  Everyone had to hold onto their hats."", it is important to know that The wind must have been [MASK]."
IsA,instrument,Lyre is old [MASK].
IsA,metal,Wolfram is a [MASK].
IsA,bitch,"Another way to say ""People are born, people die."" is ""Life's a [MASK], then you marry one, then you die.""."
IsA,human,An actress is a kind of a [MASK].
IsA,absence,"The fact ""The color black is associated with death."" is illustrated with the story:1. I went to a funeral.2. I noticed many people were wearing black clothing.3. I was informed that black represents [MASK] and emptiness.4. A friend told me black is a color worn by widows.5. Black is the color of a deep hole."
IsA,dress,A pullover is a kind of [MASK].
IsA,virus,The AIDS [MASK] can infect any sexually active person.
IsA,animal,Gorilla is [MASK].
IsA,energy,Sound is [MASK] wave.
IsA,surname,Davis is a [MASK].
IsA,poison,[MASK] is arsenic cyanide.
IsA,salts,Barbiturates are [MASK].
IsA,closth,Oilcloth is [MASK] soaked in oil.
IsA,vermin,Fox is a [MASK] that infests most of mainland Australia.
IsA,explosive,IED is a kind of [MASK].
IsA,molecule,Sugar is a type of organic [MASK].
IsA,makeup,Eyeshadow is a type of [MASK].
IsA,postage,Something you find at the post office is [MASK] stamps.
IsA,dessert,Banana is a kind of [MASK].
IsA,food,"Beef is a kind of meat, which is a kind of [MASK]."
IsA,mistake,Accident is a kind of [MASK].
IsA,fluvoxamine,[MASK] (Luvox) effectively treats OCD.
IsA,prefix,Mega is a [MASK].
IsA,weapon,Mine is a type of [MASK].
IsA,story,You are likely to find a [MASK] in a novel.
IsA,mechanism,War is a [MASK].
IsA,bark,Cinnamon is a [MASK].
IsA,foliage,Perennials are [MASK] that returns every year.
IsA,memory,"A [MASK] is something that happened in the past, which might be something a mintue ago, or centuries ago that you learned about."
IsA,person,"The statement ""A leprechaun is a make-believe tiny [MASK] from ireland"" is true because A lephrechaun originates in Irish Folklore."
IsA,bird,Albatross is a [MASK].
IsA,software,Wordperfect and Tetris are both [MASK] applications.
IsA,emotion,Greed is a human [MASK].
IsA,clothes,Shirts are [MASK].
IsA,food,"To understand the event ""Alfred stopped at the drive-thru for a hamburger."", it is important to know that Condiments are sauces to put on [MASK]."
IsA,paradise,Hugging is [MASK].
IsA,activity,"To understand the event ""Elise sang her baby a lullaby."", it is important to know that singing is a vocal [MASK] that is different than talking."
IsA,toy,A pinwheel is a [MASK] that whirls around when you blow on it.
IsA,animal,Bloodsucker is a type of [MASK] that sucks blood for food.
IsA,plants,Orchids are [MASK].
IsA,theorists,Researchers are [MASK].
IsA,wagon,A coach is a kind of [MASK].
IsA,birds,"The statement ""Finches have large, powerful beaks."" helps answer the question ""What differentiates a Finch from other [MASK]?""."
IsA,profession,Banking is a [MASK].
IsA,films,[MASK] are movies.
IsA,number,[MASK] is two.
IsA,country,Holland is a [MASK].
IsA,animals,Many [MASK] eat fish.
IsA,meat,Pork is a kind of [MASK].
IsA,award,A medal is an [MASK] that you can wear.
IsA,fact,A paradox is a [MASK] that contradicts itself.
IsA,fabric,Wool is a [MASK] made from the hair of sheep.
IsA,enzyme,Bile is an [MASK].
IsA,depressant,Alcohol is a [MASK].
IsA,years,There are 1000 [MASK] in a millenium.
IsA,game,Polo is [MASK].
IsA,tradesman,A mechanic is a type of [MASK].
IsA,virtue,Honor is a [MASK].
IsA,beheaded,The nun was [MASK].
IsA,flowers,Many perennials are favorite cut [MASK].
IsA,number,[MASK] is a type of eight nine.
IsA,centre,[MASK] is british center.
IsA,saying,"The statement ""[MASK] that baby horses will become dogs is a lie."" helps answer the question ""Was Timmy lying when he told me foals grow up to be dogs/""."
IsA,democracy,Israel is a type of [MASK].
IsA,hobby,Bird watching is a popular [MASK].
IsA,fish,Haddock is type [MASK].
IsA,sport,Squash is a [MASK].
IsA,description,Picture [MASK]: old humans who try to be younger then they are.
IsA,containers,Jars are [MASK].
IsA,bird,Osprey is a [MASK].
IsA,element,Gold is [MASK] metal.
IsA,food,Ham is a [MASK] which is often eaten at Thanksgiving.
IsA,seasoning,Spice is [MASK].
IsA,type,Zucchini is a [MASK].
IsA,cut,[MASK] is skin laceration.
IsA,spider,"A tarantula is a large, hairy [MASK]."
IsA,word,Cent is a [MASK].
IsA,weapon,Rifle is a type of [MASK].
IsA,colleague,A subordinate is a [MASK].
IsA,bishop,A cardinal is a kind of [MASK].
IsA,candy,"The statement ""Nerds is a type of [MASK]"" helps answer the question ""Why do people make fun of smart people?""."
IsA,sex,You are likely to find pornography in a [MASK] shop.
IsA,shape,Square has a [MASK].
IsA,butcher,"Bill is a [MASK]. When he finishes work, he washes his hands."
IsA,archive,Library is a kind of [MASK].
IsA,instrument,"The statement ""a harmonica is for making music"" is true because A harmonic is a musical [MASK]."
IsA,idiots,Some people are [MASK].
IsA,garbage,Fdsfgsdgfgsgsg is [MASK].
IsA,makeup,Concealer is a type of [MASK].
IsA,flower,Poppy is a kind of [MASK].
IsA,furniture,Pianos are [MASK].
IsA,porus,Granite is [MASK].
IsA,building,Stable is a type of [MASK].
IsA,subject,"Another way to say ""science is a [MASK] taught in school"" is ""Blue is an uncommon color for food.""."
IsA,state,Massachusetts is a [MASK] in the United States of America.
IsA,hobby,Music is a [MASK].
IsA,bags,People can often put garbage is in sacks and [MASK].
IsA,horse,[MASK] is related to zebra.
IsA,generally,Art is [MASK] displayed on a studio pedestal.
IsA,expert,Doctor is medical [MASK].
IsA,automobile,Nissan and toyota are brands of [MASK].
IsA,country,"In 1991, a coalition of nations went to war with Iraq over that [MASK]'s invasion of Kuwait."
IsA,stone,"To understand the event ""Jeff bought a diamond."", it is important to know that diamonds are the hardest natural [MASK]."
IsA,and,A sweater [MASK] a shoe are both articles of clothing.
IsA,abstaction,1 is a kind of [MASK].
IsA,mooring,Dock is boat [MASK].
IsA,rodents,Muskrats are [MASK] that often build dome-shaped houses.
IsA,asset,Stupidity is an [MASK] shared by all human beings.
IsA,direction,"Somewhere something can be is in a compass [MASK] from something else, such as north, northeast, east, southeast, south, southwest, west, northwest."
IsA,protocol,SMTP is a type of [MASK].
IsA,noun,Horses is a kind of [MASK].
IsA,vermin,Sometimes hungry people eat rats and other [MASK] .
IsA,automobile,A sedan is a kind of [MASK].
IsA,tool,A stethoscope is a [MASK] used by doctors.
IsA,city,The [MASK] of baltimore has a professional baseball team.
IsA,people,"Picture description: This is a yellow ribbon. When some Americans were hostages in Iran in the 1980s, [MASK] used yellow ribbons as a reminder that they were waiting and hoping for the hostages to be free."
IsA,crustation,A shrimp is a [MASK].
IsA,disappearing,Frogs are [MASK].
IsA,soup,Billibi is a [MASK].
IsA,plant,Euonymus is a [MASK].
IsA,mammels,Humans are [MASK].
IsA,gun,A semiautomatic [MASK] chambers a new round immediately after one is fired.
IsA,pest,Mealybug is a [MASK].
IsA,blanket,"To understand the event ""Rose bought a sewing machine.  She wants to make a quilt for her bed."", it is important to know that Quilts are pieces of material sewn together and layered into a [MASK]."
IsA,person,A chocoholic is a [MASK] addicted to chocolate.
IsA,material,A wrapper is a thin [MASK] that is folded entirely around an object.
IsA,criminal,A shoplifter is a kind of [MASK].
IsA,chemical,Vinyl is made by some [MASK] companies.
IsA,eagle,Bird is a [MASK].
IsA,normally,A bath is [MASK] taken in a bathroom.
IsA,creature,"A mermaid is a make-believe [MASK] who is half woman, half fish."
IsA,danger,Pollution is a [MASK] to the environment.
IsA,vegetable,A cucmber is a [MASK].
IsA,individuals,"The statement ""conformity is adjusting ones behavior or thinking to coincide with a group standard."" is true because many people are afraid to be [MASK]."
IsA,bird,Condor is a [MASK].
IsA,excuse,A rationalization is an [MASK].
IsA,nation,Iran is a [MASK].
IsA,sensation,Smooth is a kind of [MASK].
IsA,things,Hand luggage is for carrying [MASK].
IsA,doing,"An action is the literal act of ""[MASK]""."
IsA,carnivore,A leopard is a [MASK].
IsA,eukaryotes,Humans are [MASK].
IsA,country,Albania is a [MASK].
IsA,liquid,"A cup can hold water, coffee, milk, or other [MASK] ."
IsA,snakes,Some reptiles are [MASK].
IsA,disease,Tuberculosis is a [MASK].
IsA,opiate,Codeine is an [MASK].
IsA,openings,Doors are [MASK] cut into buildings to provide entrance.
IsA,god,Humans who question the existance of [MASK] can become thirsty.
IsA,falliable,The pope is [MASK].
IsA,starch,Bread is a type of [MASK] food.
IsA,drink,Something you might do while seeing a particular program is [MASK] soda.
IsA,molluscs,"Another way to say ""Clams are [MASK]"" is ""One type of mollusc is called a clam.""."
IsA,plants,"Another way to say ""maples and shrubs are both [MASK]"" is ""trees and bushes are not mammals""."
IsA,vegetable,An eggplant is a purple [MASK].
IsA,object,Book is reading [MASK].
IsA,buildings,Skyscrapers are [MASK].
IsA,container,Jar is a type of glass [MASK].
IsA,karma,Luck is [MASK].
IsA,stone,Saphire is a [MASK].
IsA,company,The ford [MASK] can makes a type of vehicle called a van.
IsA,seafood,You can eat crabs at a [MASK] restaurant.
IsA,virtue,Courage is [MASK].
IsA,interpetor,An actor is a type of [MASK].
IsA,text,A cipher is [MASK] that has been encoded.
IsA,game,You are likely to find a [MASK] of dodgeball in a gymnasium.
IsA,human,Nietzsche believed that the Judeo-Christian morality ran counter to the natural instincts of [MASK] nature.
IsA,vehicules,Cars are [MASK].
IsA,chair,"Picture description: A living room, containing furniture such as a sofa, a [MASK], and a table."
IsA,fastener,A shoelace is a kind of [MASK].
IsA,beverage,Soda is a [MASK].
IsA,hashed,A grid is [MASK].
IsA,restaurant,"The statement ""You are likely to find a deli [MASK] in Chicago"" is true because Chicago has many restaurants.\."
IsA,place,A church is a [MASK] where people of a certain religion meet to worship.
IsA,motors,Engines are [MASK].
IsA,judges,[MASK] can have been trusted by people with the power to make decisions of this sort.
IsA,animal,A earthworm is a [MASK].
IsA,apes,Gorillas are [MASK]. .
IsA,process,Mastoid is a [MASK].
IsA,movie,A porno is a type of [MASK].
IsA,place,"In the event ""Cory is a construction worker.  Cory built a house."", something that changed was Bricks were set into [MASK] with mortar."
IsA,pretending,[MASK] is for actors.
IsA,vegetable,Swiss chard is a type of [MASK].
IsA,time,"A saeculum is a length of [MASK] roughly equal to the lifetime of a person, or about 90 years."
IsA,gun,An UZI is a type of [MASK] manufactured in Israel.
IsA,measurement,Hour is a type of time [MASK].
IsA,drug,LSD is a [MASK].
IsA,vegetables,"Swedes, carrots, potatoes and aubergines are [MASK]."
IsA,container,A teacup is a [MASK].
IsA,machine,A tank is a [MASK] used in war.
IsA,compensate,Pay is to [MASK].
IsA,investment,Stock is a kind of [MASK].
IsA,heb,Marijuana is a [MASK] used for healing depression.
IsA,bird,Eidar is a [MASK].
IsA,machine,Plane is a type of flying [MASK].
IsA,gun,Revolver is a type of [MASK].
IsA,housewife,Judie is a [MASK]. She watches a soap opera while cleaning the house.
IsA,surface,"The statement ""A mirror is a polished [MASK], usually of coated glass, reflecting an image."" helps answer the question ""Why do bathrooms have mirrors in them?""."
IsA,protein,Interferon is a [MASK].
IsA,fowl,Duck is feathered [MASK].
IsA,payment,Pay is [MASK].
IsA,country,[MASK] is england ireland.
IsA,reptiles,Turtles are [MASK] with hard shells.
IsA,spectalular,Yellowstone is [MASK].
IsA,wave,Sound is energy [MASK].
IsA,plants,[MASK] often bear fruits and vegetables.
IsA,gift,"Situation: One reason you might be on this dear planet of ours is to contribut something: your [MASK], your talent, your intelligence, your innovation, your thinking and reasoning about life..."
IsA,filovirus,Situation: Ebola is a [MASK].
IsA,language,Sheet music is a [MASK].
IsA,pyramid,A tetrahedron is a [MASK].
IsA,material,Paper is a [MASK].
IsA,not,"Situation: The two biggest sellers in any bookstore are the cookbooks and the diet books.  The cookbooks tell you how to prepare the food, and the diet books tell you how [MASK] to eat any of it!"
IsA,interval,Distance is a [MASK].
IsA,liquid,A spirit is a [MASK].
IsA,dog,A pitbull is a [MASK] groomed for fighting.
IsA,things,A graph is a diagram that shows the relationships between [MASK].
IsA,human,A lecturer is a kind of [MASK].
IsA,dinosaur,Bird is a kind of [MASK].
IsA,house,An igloo is a [MASK] made out of blocks of ice.
IsA,instrument,"To understand the event ""Joe plays the trumpet.  Joe gave a music lesson."", it is important to know that A person must know how to play an [MASK] well in order to give a music lesson."
IsA,beer,Guinnes is a type of [MASK].
IsA,sweet,Licorice is a kind of [MASK].
IsA,molluscs,Octopi are [MASK].
IsA,plant,Cannabis is a type of [MASK].
IsA,noun,Name is proper [MASK].
IsA,hypocrites,People are [MASK].
IsA,path,A country lane might be an earthen [MASK].
IsA,company,Airbus is a kind of [MASK].
IsA,communication,Rhetoric is a kind of [MASK].
IsA,legacy,You would gain more land because you want to create a bigger [MASK] for your children.
IsA,stone,[MASK] is a type of granite example.
IsA,swampy,A marsh is a [MASK] .
IsA,poisonis,Some herbs are [MASK].
IsA,steroid,Estrogen is a [MASK].
IsA,trait,Courage is a type of personality [MASK].
IsA,room,A gymnasium is a [MASK] equipped for physical exercise.
IsA,aphibians,Toads are [MASK].
IsA,virtue,Kindness is a [MASK].
IsA,omnivorous,"The statement ""a human feeds on meat and vegetables."" is true because Humans are [MASK]."
IsA,dictatorship,Nazism is a type of [MASK].
IsA,attorney,Prosecutor is a type of [MASK].
IsA,person,A [MASK] doesn't want a nasty boss.
IsA,virtue,Accuracy is a [MASK].
IsA,colour,[MASK] is used for purple brown.
IsA,number,2 is a prime [MASK].
IsA,islamists,The Taliban are [MASK].
IsA,musician,Bowie is a [MASK].  Some people have a collection of his music.
IsA,container,A mug is a type of [MASK].
IsA,piece,A chess [MASK] is for protecting a king.
IsA,picture,Something that might happen while painting a [MASK] is the artist splashes paint on himself.
IsA,art,A poem is a written [MASK] form of thought(s).
IsA,liquor,Scotch is related to [MASK].
IsA,plaything,Toy is a type of fun [MASK].
IsA,country,Mali is a [MASK] that is located in West Africa.
IsA,car,A [MASK] manufactured by Chevrolet is sometimes referred to as a Chevy.
IsA,state,The Nevada [MASK] flower is the sagebrush.
IsA,purpose,"The statement ""a castle is used for living in "" helps answer the question ""What is one [MASK] of a castle?""."
IsA,chore,A maid is a person whose job is to do the household chores of others. cleaning a house is a household [MASK].
IsA,food,Soupd is [MASK].
IsA,appendage,A tentacle is a kind of [MASK].
IsA,profession,Music is a [MASK].
IsA,boson,Photon is a kind of [MASK].
IsA,place,"The statement ""MIT is the best [MASK] for IA"" helps answer the question ""What is a good university?""."
IsA,companies,Corporations are [MASK].
IsA,shape,Cone is [MASK].
IsA,fantasy,Cyborgs are [MASK].
IsA,vehicle,Kayak is a [MASK] type.
IsA,person,A [MASK] wants to be a gracious guest.
IsA,gas,Xenon is a kind of [MASK].
IsA,state,"The motto for the [MASK] of Connecticut is ""He who transplanted still sustains""."
IsA,birds,Vultures are [MASK].
IsA,device,A stethoscope is a [MASK] that many doctors wear.
IsA,colleague,An employee is a [MASK].
IsA,contract,Insurance implies a [MASK].
IsA,drum,Timpani is a kind of [MASK].
IsA,medium,Cinema is a [MASK].
IsA,canines,Foxes are [MASK].
IsA,not,"The statement ""Juries are often sequestered during long trials."" is true because Juries are often sequestered so they are [MASK] influenced by the opinions of their friends and families."
IsA,quark,An up [MASK] is part of a delta-plus-plus.
IsA,container,A vase is a [MASK].
IsA,food,Salad is related to [MASK].
IsA,plant,Ipomoea is a [MASK].
IsA,industrial,Aggrotech is a kind of [MASK].
IsA,oxyde,Water is a type of [MASK].
IsA,plants,Perennials are [MASK].
IsA,buddist,Monks are [MASK].
IsA,ssri,Citalopram is a kind of [MASK].
IsA,culture,Yoghurt [MASK].
IsA,hobby,Birdwatching is a kind of [MASK].
IsA,place,A basement is a good [MASK] to be when a tornado hits town.
IsA,puppets,Some politicians are [MASK].
IsA,pepper,Chili is a [MASK] that is very hot.
IsA,prokaryotic,Bacteria are [MASK].
IsA,food,Kinds of [MASK] : chocolate.
IsA,emotion,Anger is an [MASK] that all higher animals have.
IsA,dream,"Love for adventure, need for more freedom and open spaces are the notions hidden behind a [MASK] of being an adventurer ."
IsA,passtime,Soccer is a [MASK].
IsA,job,Vocation is a type of [MASK].
IsA,grain,Rice is a kind of white [MASK].
IsA,tool,A nutdriver is a type of [MASK].
IsA,dish,A mug is a [MASK].
IsA,shrub,Weigela is a [MASK].
IsA,rarely,Fruit is [MASK] eaten with a sauce.
IsA,city,Kraków is a kind of [MASK].
IsA,grass,Bermuda is a type of [MASK].
IsA,liquor,Bourbon is a type of [MASK].
IsA,peacemakers,Some people are [MASK].
IsA,person,"To understand the event ""Quinn made more money."", it is important to know that This implies either a previous event or another [MASK]."
IsA,malliable,Paper is [MASK].
IsA,pit,Well is water [MASK].
IsA,belief,Atheism is the absence of [MASK].
IsA,beef,Veal is baby [MASK].
IsA,adictive,"The statement ""alcohol is [MASK]."" is true because ""I take a drink. Then, the drink takes a drink.""."
IsA,pasta,Rice and [MASK] are food.
IsA,magazine,Reading a [MASK] is for passing the time.
IsA,child,A son is the [MASK] of a parent.
IsA,grill,A BBQ is a type of [MASK].
IsA,humans,Runners are [MASK].
IsA,beuatiful,Horses are [MASK].
IsA,bear,Pedobear is a [MASK].
IsA,band,Nirvana is a [MASK].
IsA,clerks,Something that might happen while standing in line is People get angry with [MASK].
IsA,faith,Christianity is in the business of blind [MASK].
IsA,bisexuals,People who like to have sex with both men and women are called [MASK].
IsA,bird,A gull is a [MASK].
IsA,action,Remembering is an [MASK].
IsA,ball,A ballbearing is a [MASK] made of very hard steel.
IsA,human,A jeweler is a [MASK].
IsA,computer,A mac is a type of [MASK].
IsA,lawyer,"To understand the event ""Dwight became a [MASK]."", it is important to know that Law school is where people learn to be lawyers."
IsA,bird,Gannet is a [MASK].
IsA,animal,Sponge is ocean [MASK].
IsA,jewelry,A brooch is a type of [MASK].
IsA,fungus,A truffle is a [MASK] that pigs sniff out.
IsA,week,Month is related to [MASK].
IsA,cooking,"Another way to say ""a grill is used to cook food"" is ""One form of [MASK] food is called grilling.""."
IsA,language,Amharic is a Semitic [MASK].
IsA,relation,IsA is a kind of [MASK].
IsA,nation,Uganda is a [MASK].
IsA,muscle,Tongue is a kind of [MASK].
IsA,softdrink,Coke is a type of [MASK].
IsA,solid,Soap is [MASK].
IsA,pupillometer,A coreometer is a [MASK].
IsA,explosive,A bomb is a [MASK] device.
IsA,grandsons,Some people are [MASK].
IsA,science,"The statement ""a veterinarian must go to school for many years"" is true because veterinarians must know a lot about [MASK] and anatomy to do their jobs."
IsA,insects,Cockroaches are [MASK].
IsA,mowed,The grass in a lawn must be [MASK] occassionally.
IsA,material,Aluminum is a [MASK] that can be recycled.
IsA,emotion,Pity is a type of [MASK].
IsA,mammal,A caribou is a [MASK].
IsA,properties,Attributes are [MASK].
IsA,agent,An emetic is an [MASK] used to induce vomiting.
IsA,animal,Chick is a type of avian [MASK].
IsA,road,[MASK] is avenue.
IsA,superhero,Wolverine is a kind of [MASK].
IsA,class,"To understand the event ""Jane taught a [MASK] on yoga."", it is important to know that Jane is a common english name for women."
IsA,cocktail,A screwdriver is a [MASK] made with vodka and orange juice.
IsA,desseret,Pie is a [MASK].
IsA,cpu,80386 is a kind of [MASK].
IsA,parent,A [MASK] can mother a child.
IsA,act,Piracy is a kind of [MASK].
IsA,sushi,Maguro is [MASK] made from raw tuna.
IsA,genius,Einstein is an example of [MASK].
IsA,person,A preacher is a kind of [MASK].
IsA,solid,Paper is a [MASK].
IsA,drink,If you want to [MASK] then you should have some lemonade.
IsA,hope,"Another way to say ""A prisoner can dare to [MASK]"" is ""a caged man may keep his dreams""."
IsA,foodstuff,Nuts are a [MASK].
IsA,anything,Matter is [MASK] that occupies space and has mass.
IsA,machine,A backhoe is a kind of [MASK].
IsA,spot,"Another way to say ""A cavity is a rotten [MASK] in a tooth"" is ""Cavities are rotten spots in a tooth""."
IsA,confection,Cake is related to birthday [MASK].
IsA,criminals,Arsonists are [MASK].
IsA,organization,A unit of [MASK] for schools is called a district.  Teachers work at a school.
IsA,omnivors,Humans are [MASK].
IsA,dream,[MASK] is wish.
